,num_hidden,heads,activation,feat_drop,attn_drop,negative_slope,loss_fcn,optimizer,score
150,4,1,relu,0.5,0.1,0.1,BCEWithLogitsLoss,Adam,0.11601356164436884
151,4,1,relu,0.5,0.1,0.1,BCEWithLogitsLoss,RMSprop,0.028620649152343292
152,4,1,relu,0.5,0.1,0.2,BCEWithLogitsLoss,Adadelta,7.994603642541285e-05
153,4,1,relu,0.5,0.1,0.2,BCEWithLogitsLoss,Adagrad,0.2303307529908515
154,4,1,relu,0.5,0.1,0.2,BCEWithLogitsLoss,Adam,0.17840906554364247
155,4,1,relu,0.5,0.1,0.2,BCEWithLogitsLoss,RMSprop,0.012921189661066493
156,4,1,relu,0.5,0.1,0.5,BCEWithLogitsLoss,Adadelta,9.993703966501104e-06
157,4,1,relu,0.5,0.1,0.5,BCEWithLogitsLoss,Adagrad,0.11959176733558101
158,4,1,relu,0.5,0.1,0.5,BCEWithLogitsLoss,Adam,0.020142758417382313
159,4,1,relu,0.5,0.1,0.5,BCEWithLogitsLoss,RMSprop,0.14185006327697036
160,4,1,relu,0.5,0.5,0.01,BCEWithLogitsLoss,Adadelta,0.30411834957814854
161,4,1,relu,0.5,0.5,0.01,BCEWithLogitsLoss,Adagrad,0.2449266242277378
162,4,1,relu,0.5,0.5,0.01,BCEWithLogitsLoss,Adam,2.997976365952982e-05
163,4,1,relu,0.5,0.5,0.01,BCEWithLogitsLoss,RMSprop,0.3187135569117145
164,4,1,relu,0.5,0.5,0.1,BCEWithLogitsLoss,Adadelta,0.2908127553809947
165,4,1,relu,0.5,0.5,0.1,BCEWithLogitsLoss,Adagrad,0.21103994300577336
166,4,1,relu,0.5,0.5,0.1,BCEWithLogitsLoss,Adam,0.35451015572259
167,4,1,relu,0.5,0.5,0.1,BCEWithLogitsLoss,RMSprop,0.09037929906254
168,4,1,relu,0.5,0.5,0.2,BCEWithLogitsLoss,Adadelta,0.12800639605059397
169,4,1,relu,0.5,0.5,0.2,BCEWithLogitsLoss,Adagrad,8.993479727197782e-05
170,4,1,relu,0.5,0.5,0.2,BCEWithLogitsLoss,Adam,0.0020689723772293676
171,4,1,relu,0.5,0.5,0.2,BCEWithLogitsLoss,RMSprop,0.19061137674026157
172,4,1,relu,0.5,0.5,0.5,BCEWithLogitsLoss,Adadelta,0.2484348615551133
173,4,1,relu,0.5,0.5,0.5,BCEWithLogitsLoss,Adagrad,0.06612075454483247
174,4,1,relu,0.5,0.5,0.5,BCEWithLogitsLoss,Adam,0.002453475840216144
175,4,1,relu,0.5,0.5,0.5,BCEWithLogitsLoss,RMSprop,0.24118859945659704
176,4,1,relu,0.5,0.6,0.01,BCEWithLogitsLoss,Adadelta,0.2555919334815551
177,4,1,relu,0.5,0.6,0.01,BCEWithLogitsLoss,Adagrad,0.01867626025705485
178,4,1,relu,0.5,0.6,0.01,BCEWithLogitsLoss,Adam,3.996642820031173e-05
179,4,1,relu,0.5,0.6,0.01,BCEWithLogitsLoss,RMSprop,0.27455844129264645
180,4,1,relu,0.5,0.6,0.1,BCEWithLogitsLoss,Adadelta,0.0008582791503036412
181,4,1,relu,0.5,0.6,0.1,BCEWithLogitsLoss,Adagrad,0.3575048679732853
182,4,1,relu,0.5,0.6,0.1,BCEWithLogitsLoss,Adam,0.2760687482390308
183,4,1,relu,0.5,0.6,0.1,BCEWithLogitsLoss,RMSprop,0.21859746108025907
184,4,1,relu,0.5,0.6,0.2,BCEWithLogitsLoss,Adadelta,0.23808578661137694
185,4,1,relu,0.5,0.6,0.2,BCEWithLogitsLoss,Adagrad,0.30825644722281825
186,4,1,relu,0.5,0.6,0.2,BCEWithLogitsLoss,Adam,0.0005086901229334464
187,4,1,relu,0.5,0.6,0.2,BCEWithLogitsLoss,RMSprop,0.06781627935972072
188,4,1,relu,0.5,0.6,0.5,BCEWithLogitsLoss,Adadelta,0.25190130282622125
189,4,1,relu,0.5,0.6,0.5,BCEWithLogitsLoss,Adagrad,0.08088784179708569
190,4,1,relu,0.5,0.6,0.5,BCEWithLogitsLoss,Adam,0.37392681813581824
191,4,1,relu,0.5,0.6,0.5,BCEWithLogitsLoss,RMSprop,0.2313254446930321
192,4,1,relu,0.6,0.0,0.01,BCEWithLogitsLoss,Adadelta,0.0333614664630966
193,4,1,relu,0.6,0.0,0.01,BCEWithLogitsLoss,Adagrad,0.37183901595923774
194,4,1,relu,0.6,0.0,0.01,BCEWithLogitsLoss,Adam,0.10851357233221197
195,4,1,relu,0.6,0.0,0.01,BCEWithLogitsLoss,RMSprop,0.26044292820386283
196,4,1,relu,0.6,0.0,0.1,BCEWithLogitsLoss,Adadelta,1.9989805199348333e-05
197,4,1,relu,0.6,0.0,0.1,BCEWithLogitsLoss,Adagrad,5.9945449640826846e-05
198,4,1,relu,0.6,0.0,0.1,BCEWithLogitsLoss,Adam,0.0013836283912582556
199,4,1,relu,0.6,0.0,0.1,BCEWithLogitsLoss,RMSprop,0.2873166913107767
200,4,1,relu,0.6,0.0,0.2,BCEWithLogitsLoss,Adadelta,0.018661233936411774
201,4,1,relu,0.6,0.0,0.2,BCEWithLogitsLoss,Adagrad,0.21140117695467878
202,4,1,relu,0.6,0.0,0.2,BCEWithLogitsLoss,Adam,0.00015989446965003097
203,4,1,relu,0.6,0.0,0.2,BCEWithLogitsLoss,RMSprop,0.244795254818275
204,4,1,relu,0.6,0.0,0.5,BCEWithLogitsLoss,Adadelta,0.18950869008069973
205,4,1,relu,0.6,0.0,0.5,BCEWithLogitsLoss,Adagrad,0.0006982752601075345
206,4,1,relu,0.6,0.0,0.5,BCEWithLogitsLoss,Adam,0.2881548361724491
207,4,1,relu,0.6,0.0,0.5,BCEWithLogitsLoss,RMSprop,0.1809177672884299
208,4,1,relu,0.6,0.1,0.01,BCEWithLogitsLoss,Adadelta,0.09204277592900723
209,4,1,relu,0.6,0.1,0.01,BCEWithLogitsLoss,Adagrad,0.0002795471336434975
210,4,1,relu,0.6,0.1,0.01,BCEWithLogitsLoss,Adam,0.00025957818544864597
211,4,1,relu,0.6,0.1,0.01,BCEWithLogitsLoss,RMSprop,0.04843932258517295
212,4,1,relu,0.6,0.1,0.1,BCEWithLogitsLoss,Adadelta,0.008995060089950602
213,4,1,relu,0.6,0.1,0.1,BCEWithLogitsLoss,Adagrad,0.00027974682911964673
214,4,1,relu,0.6,0.1,0.1,BCEWithLogitsLoss,Adam,0.00021967926826832828
215,4,1,relu,0.6,0.1,0.1,BCEWithLogitsLoss,RMSprop,0.00421745307709564
216,4,1,relu,0.6,0.1,0.2,BCEWithLogitsLoss,Adadelta,0.35996049655022794
217,4,1,relu,0.6,0.1,0.2,BCEWithLogitsLoss,Adagrad,0.20465954520848254
218,4,1,relu,0.6,0.1,0.2,BCEWithLogitsLoss,Adam,0.23118103859669417
219,4,1,relu,0.6,0.1,0.2,BCEWithLogitsLoss,RMSprop,0.10714202340988781
220,4,1,relu,0.6,0.1,0.5,BCEWithLogitsLoss,Adadelta,0.1490958385921763
221,4,1,relu,0.6,0.1,0.5,BCEWithLogitsLoss,Adagrad,0.37321746154798274
222,4,1,relu,0.6,0.1,0.5,BCEWithLogitsLoss,Adam,0.3312643702077633
223,4,1,relu,0.6,0.1,0.5,BCEWithLogitsLoss,RMSprop,0.34102901668646785
224,4,1,relu,0.6,0.5,0.01,BCEWithLogitsLoss,Adadelta,0.0012841698687956677
225,4,1,relu,0.6,0.5,0.01,BCEWithLogitsLoss,Adagrad,0.0003794592705394812
226,4,1,relu,0.6,0.5,0.01,BCEWithLogitsLoss,Adam,0.03650701075351743
227,4,1,relu,0.6,0.5,0.01,BCEWithLogitsLoss,RMSprop,0.004183350265941552
228,4,1,relu,0.6,0.5,0.1,BCEWithLogitsLoss,Adadelta,0.005133596923790766
229,4,1,relu,0.6,0.5,0.1,BCEWithLogitsLoss,Adagrad,0.0002495744755192397
230,4,1,relu,0.6,0.5,0.1,BCEWithLogitsLoss,Adam,0.28964518857489857
231,4,1,relu,0.6,0.5,0.1,BCEWithLogitsLoss,RMSprop,0.19559822734439852
232,4,1,relu,0.6,0.5,0.2,BCEWithLogitsLoss,Adadelta,0.00033931289139492525
233,4,1,relu,0.6,0.5,0.2,BCEWithLogitsLoss,Adagrad,0.38421270781842465
234,4,1,relu,0.6,0.5,0.2,BCEWithLogitsLoss,Adam,0.09560776797952475
235,4,1,relu,0.6,0.5,0.2,BCEWithLogitsLoss,RMSprop,0.22280605110386034
236,4,1,relu,0.6,0.5,0.5,BCEWithLogitsLoss,Adadelta,0.4003704062624501
237,4,1,relu,0.6,0.5,0.5,BCEWithLogitsLoss,Adagrad,0.0013164193393968404
238,4,1,relu,0.6,0.5,0.5,BCEWithLogitsLoss,Adam,0.1328032979976443
