,0,1,2,3,4,5,6,7
24,0.001,Adam,500,CrossEntropyLoss(),0.1,"[2.2686742345492044, 2.26862245798111, 2.2686156829198203, 2.268618325392405, 2.268608729044596, 2.2685999075571694, 2.268608470757802, 2.268598159154256, 2.268615444501241, 2.268599569797516]",15.65,17.89
25,0.001,RMSProp,500,CrossEntropyLoss(),0.1,"[2.2689482569694523, 2.268754243850708, 2.268742879231771, 2.2687045137087503, 2.2687103947003684, 2.2686756451924643, 2.268674274285634, 2.268654187520345, 2.268654386202494, 2.2686505317687984]",15.65,17.89
26,0.001,SGD,500,CrossEntropyLoss(),0.1,"[2.268583496411641, 2.268583436806997, 2.2685834765434265, 2.268583357334137, 2.268583377202352, 2.268583476543427, 2.2685833573341374, 2.2685834169387817, 2.2685834169387817, 2.2685832182566323]",15.65,17.89
27,10.0,Adam,500,CrossEntropyLoss(),0.1,"[10.62355480591456, 7.972111940383911, 4.5143288175265, 2.948752780755361, 2.4752974708875017, 2.3820616602897644, 2.3099602262179055, 2.3102153738339744, 2.30607275168101, 2.3241106271743774]",15.65,17.89
28,10.0,RMSProp,500,CrossEntropyLoss(),0.1,"[75.91163422664006, 46.392035325368234, 26.673528194427494, 20.743119875590008, 18.38263177871704, 15.40976905822754, 13.506734530131023, 14.880463441212974, 12.8591521581014, 11.02801553408305]",11.08,9.87
29,10.0,SGD,500,CrossEntropyLoss(),0.1,"[6.102304100990295, 4.019189715385437, 2.9001411994298296, 2.2816517750422163, 2.277316153049469, 2.2786555687586465, 2.280582110087077, 2.2762227455774946, 2.279233276844025, 2.2824819087982178]",15.65,17.89
30,0.1,Adam,1000,CrossEntropyLoss(),0.1,"[2.2737101316452026, 2.271794319152832, 2.2704071601231894, 2.2700250546137495, 2.269533236821492, 2.2696404457092285, 2.269560217857361, 2.269851605097453, 2.2694196701049805, 2.2691794633865356]",15.65,17.89
31,0.1,RMSProp,1000,CrossEntropyLoss(),0.1,"[2.3462156852086387, 2.278995156288147, 2.2765156030654907, 2.2731311321258545, 2.2718162933985395, 2.2725891669591265, 2.2732861042022705, 2.27390984694163, 2.2733271519343057, 2.2709756294886274]",15.65,17.89
32,0.1,SGD,1000,CrossEntropyLoss(),0.1,"[2.271985610326131, 2.2715672651926675, 2.271201928456624, 2.270872513453166, 2.270593841870626, 2.270355979601542, 2.2701520125071206, 2.269950230916341, 2.2698079744974775, 2.269665002822876]",15.65,17.89
33,0.05,Adam,1000,CrossEntropyLoss(),0.1,"[2.2703157663345337, 2.26981242497762, 2.2692676782608032, 2.269080837567647, 2.269400715827942, 2.2692000468571982, 2.2694066762924194, 2.268958330154419, 2.2692954540252686, 2.2688917318979898]",15.65,17.89
34,0.05,RMSProp,1000,CrossEntropyLoss(),0.1,"[2.293081601460775, 2.274107654889425, 2.2712052265803018, 2.2728188832600913, 2.2711894114812217, 2.2717648347218833, 2.271384119987488, 2.2716290553410845, 2.2709672451019287, 2.271202206611633]",15.65,17.89
35,0.05,SGD,1000,CrossEntropyLoss(),0.1,"[2.269373456637065, 2.269331971804301, 2.2692926724751787, 2.2692503134409585, 2.2692095041275024, 2.2691762844721475, 2.269143303235372, 2.2691104412078857, 2.269083420435588, 2.269053061803182]",15.65,17.89
36,0.01,Adam,1000,CrossEntropyLoss(),0.1,"[2.2691191832224527, 2.268882592519124, 2.268657048543294, 2.268653313318888, 2.268661379814148, 2.268664240837097, 2.2686482667922974, 2.268672863642375, 2.268672625223796, 2.2686928510665894]",15.65,17.89
37,0.01,RMSProp,1000,CrossEntropyLoss(),0.1,"[2.2712303797403974, 2.269510904947917, 2.2695056994756064, 2.269538362820943, 2.269104838371277, 2.2691640456517534, 2.269199848175049, 2.269291679064433, 2.269232749938965, 2.2691434224446616]",15.65,17.89
38,0.01,SGD,1000,CrossEntropyLoss(),0.1,"[2.268601179122925, 2.2686038414637246, 2.2686017751693726, 2.268602212270101, 2.268601099650065, 2.2686000665028887, 2.268601020177205, 2.2686018546422324, 2.268600304921468, 2.2686002254486084]",15.65,17.89
39,0.001,Adam,1000,CrossEntropyLoss(),0.1,"[2.2686429023742676, 2.268612265586853, 2.268608331680298, 2.268607020378113, 2.2686041990915933, 2.268605868021647, 2.2686030069986978, 2.268599232037862, 2.2685974836349487, 2.268593907356262]",15.65,17.89
40,0.001,RMSProp,1000,CrossEntropyLoss(),0.1,"[2.2688792546590166, 2.268739898999532, 2.2687250773111978, 2.268683433532715, 2.268697182337443, 2.2686425844828286, 2.268671115239461, 2.268683592478434, 2.2686363855997724, 2.2686539093653364]",15.65,17.89
41,0.001,SGD,1000,CrossEntropyLoss(),0.1,"[2.268581748008728, 2.2685818672180176, 2.268581748008728, 2.268581986427307, 2.2685815890630088, 2.2685815890630083, 2.2685818672180176, 2.2685822248458862, 2.2685821056365967, 2.268581668535868]",15.65,17.89
42,10.0,Adam,1000,CrossEntropyLoss(),0.1,"[8.267048319180805, 9.921644926071167, 7.740448395411173, 5.04443097114563, 4.141217033068338, 3.1466817061106362, 2.8332323630650835, 2.590407729148865, 2.475478013356527, 2.4232620000839233]",15.65,17.89
43,10.0,RMSProp,1000,CrossEntropyLoss(),0.1,"[51.1033855676651, 113.3975003560384, 62.070058186848954, 37.40280564626058, 24.860692660013832, 29.406077067057293, 22.03970940907796, 23.33120822906494, 20.93615659077962, 13.856456438700356]",9.45,8.47
44,10.0,SGD,1000,CrossEntropyLoss(),0.1,"[6.740376313527425, 3.4854893287022914, 2.5240925947825112, 2.2778301636377973, 2.2708439032236734, 2.2874979972839355, 2.2719364960988364, 2.2737438678741455, 2.275768796602885, 2.2724721431732178]",15.65,17.89
45,0.1,Adam,100,CrossEntropyLoss(),0.25,"[479.5976144870121, 2.275520678361257, 2.2750695387522373, 2.2766407132148747, 2.2757970889409394, 2.2734148661295577, 2.275679071744283, 2.2743578871091215, 2.275250868002574, 2.274460490544636]",15.65,17.89
46,0.1,RMSProp,100,CrossEntropyLoss(),0.25,"[2.297368836402893, 2.278064743677775, 2.2768188953399657, 2.277068118254344, 2.277906811237335, 2.276674894491831, 2.2768064419428504, 2.2766176064809156, 2.27865119377772, 2.2777151902516684]",15.65,17.89
47,0.1,SGD,100,CrossEntropyLoss(),0.25,"[2.2755591630935665, 2.271035039424896, 2.269693970680237, 2.269225919246674, 2.269086937109629, 2.268979962666829, 2.269009649753571, 2.268965756893158, 2.2689707517623905, 2.268935473759968]",15.65,17.89
48,0.05,Adam,100,CrossEntropyLoss(),0.25,"[2.27277067899704, 2.272097671031952, 2.271505045890808, 2.274190111955007, 2.2725333571434017, 2.2727834383646646, 2.2722043951352435, 2.271441841125488, 2.272822145620981, 2.2727378408114114]",15.65,17.89
49,0.05,RMSProp,100,CrossEntropyLoss(),0.25,"[2.2803057193756104, 2.2741400003433228, 2.2734280308087667, 2.2738592227300014, 2.273918390274048, 2.272681792577108, 2.2731159249941513, 2.273154425621033, 2.2732076485951738, 2.272487115859986]",13.71,13.15
50,0.05,SGD,100,CrossEntropyLoss(),0.25,"[2.27161476612091, 2.270078547795614, 2.2693961421648656, 2.2690783659617106, 2.268938867251078, 2.2688950101534533, 2.2688449899355567, 2.2688024044036865, 2.268798494338989, 2.2688059449195865]",15.65,17.89
51,0.01,Adam,100,CrossEntropyLoss(),0.25,"[2.269771885871888, 2.269428054491679, 2.2694417993227645, 2.269649291038512, 2.2695850968360904, 2.2694604198137918, 2.2693505167961123, 2.2696072856585188, 2.2696742177009583, 2.269642452398936]",15.65,17.89
52,0.01,RMSProp,100,CrossEntropyLoss(),0.25,"[2.271575431029002, 2.270032167434692, 2.2698581576347356, 2.269775716463725, 2.269748743375142, 2.2696569482485454, 2.2696859757105505, 2.2694794694582625, 2.2696273247400924, 2.269853301843008]",15.65,17.89
53,0.01,SGD,100,CrossEntropyLoss(),0.25,"[2.2687003572781874, 2.2686925371487927, 2.2686825354894, 2.268677496910095, 2.268676968415579, 2.2686677416165675, 2.268654243151347, 2.2686571717262267, 2.268651533126831, 2.2686474720637007]",15.65,17.89
54,0.001,Adam,100,CrossEntropyLoss(),0.25,"[2.268735535939535, 2.2686761617660522, 2.2686983585357665, 2.2686691641807557, 2.2686539769172667, 2.268655383586884, 2.268681426843007, 2.26869219938914, 2.2686595201492317, 2.268695414066315]",15.65,17.89
55,0.001,RMSProp,100,CrossEntropyLoss(),0.25,"[2.2690024097760513, 2.26877593199412, 2.2687429388364153, 2.268744516372681, 2.268721389770507, 2.2687320987383526, 2.2687202413876855, 2.268725065390269, 2.268741830190022, 2.2687133789062495]",15.65,17.89
56,0.001,SGD,100,CrossEntropyLoss(),0.25,"[2.268584970633189, 2.2685849150021875, 2.2685846686363225, 2.268585129578909, 2.2685844500859584, 2.268584779898326, 2.2685845534006748, 2.2685847242673245, 2.2685844540596, 2.2685846527417497]",15.65,17.89
57,10.0,Adam,100,CrossEntropyLoss(),0.25,"[4.899693771203359, 2.56351865530014, 2.6675934274991353, 2.6811856230099993, 2.5211339275042217, 2.728850889205932, 2.906467982133229, 2.7189096887906388, 2.792625085512796, 2.7651639858881616]",7.67,7.97
58,10.0,RMSProp,100,CrossEntropyLoss(),0.25,"[37.37714438041049, 16.22355505625407, 12.56054955323537, 12.592380825678505, 11.640139579772951, 12.511868230501813, 10.4770008166631, 12.467589473724363, 12.550745844841005, 11.284011093775431]",7.9,7.32
59,10.0,SGD,100,CrossEntropyLoss(),0.25,"[3.031133989493051, 2.317824244499206, 2.337429038683573, 2.320027188460031, 2.3308059493700664, 2.3293417135874432, 2.3307087341944372, 2.31832058429718, 2.321491185824076, 2.3355813344319665]",11.08,9.87
60,0.1,Adam,500,CrossEntropyLoss(),0.25,"[2.290363808472951, 2.2786341110865274, 2.2716667453447976, 2.2719324429829917, 2.270555873711904, 2.269516507784526, 2.2707443435986834, 2.2704089482625327, 2.2719791134198504, 2.271042227745056]",15.65,17.89
61,0.1,RMSProp,500,CrossEntropyLoss(),0.25,"[2.311702609062195, 2.2757066289583845, 2.2788375814755755, 2.27316681543986, 2.2752317786216736, 2.2734894553820295, 2.272763669490814, 2.2728046576182046, 2.273513913154602, 2.274201611677806]",15.65,17.89
62,0.1,SGD,500,CrossEntropyLoss(),0.25,"[2.2700631419817605, 2.269770125548045, 2.269542614618937, 2.269358774026235, 2.2692274053891497, 2.269113620122274, 2.268999675909678, 2.268937130769094, 2.268898526827494, 2.268863956133525]",15.65,17.89
63,0.05,Adam,500,CrossEntropyLoss(),0.25,"[2.271002074082693, 2.2704825003941855, 2.269944330056508, 2.269244213898977, 2.2700068950653076, 2.2701297998428345, 2.2694655656814575, 2.269692818323771, 2.2698740561803183, 2.27014156182607]",15.65,17.89
64,0.05,RMSProp,500,CrossEntropyLoss(),0.25,"[2.2855189442634583, 2.2730169494946795, 2.272522211074829, 2.2716254393259683, 2.2722796797752385, 2.2714113195737204, 2.2720054785410566, 2.2715547680854793, 2.2697542309761043, 2.2715120514233904]",15.65,17.89
65,0.05,SGD,500,CrossEntropyLoss(),0.25,"[2.2698791027069087, 2.2697434822718305, 2.2696292797724404, 2.269519845644633, 2.2694347302118936, 2.2693636814753213, 2.269277811050415, 2.2692095041275024, 2.2691544890403748, 2.2690917253494263]",15.65,17.89
66,0.01,Adam,500,CrossEntropyLoss(),0.25,"[2.269696275393168, 2.2688962817192078, 2.2687545816103616, 2.2688525517781573, 2.2687412301699323, 2.268865982691447, 2.2687695423762, 2.268796404202779, 2.268800437450409, 2.2689458330472307]",15.65,17.89
67,0.01,RMSProp,500,CrossEntropyLoss(),0.25,"[2.2713276346524554, 2.2700194716453552, 2.269468386967977, 2.2693788011868796, 2.269551455974579, 2.269462505976359, 2.269373973210653, 2.2692591547966003, 2.269341289997101, 2.2692531347274776]",15.65,17.89
68,0.01,SGD,500,CrossEntropyLoss(),0.25,"[2.268628458182017, 2.268627325693766, 2.26862770318985, 2.2686251203219094, 2.268624822298686, 2.2686219215393066, 2.2686222791671753, 2.2686213850975037, 2.268620053927103, 2.268620292345683]",15.65,17.89
69,0.001,Adam,500,CrossEntropyLoss(),0.25,"[2.2686586777369184, 2.268634359041849, 2.268614888191223, 2.2686190605163574, 2.2686114509900412, 2.2686176896095276, 2.268609762191772, 2.268606702486674, 2.268612364927928, 2.268605351448059]",15.65,17.89
70,0.001,RMSProp,500,CrossEntropyLoss(),0.25,"[2.268972098827362, 2.2687107920646667, 2.2687039772669477, 2.268685162067413, 2.268674910068512, 2.2686570485432944, 2.268657644589742, 2.268662571907044, 2.268656988938649, 2.26865275700887]",15.65,17.89
71,0.001,SGD,500,CrossEntropyLoss(),0.25,"[2.268580993016561, 2.2685806949933367, 2.2685810526212054, 2.2685808936754865, 2.268580953280131, 2.2685810327529903, 2.2685811519622807, 2.2685811519622803, 2.2685808936754865, 2.268581390380859]",15.65,17.89
72,10.0,Adam,500,CrossEntropyLoss(),0.25,"[8.111760993798574, 5.307672758897144, 3.3497838179270425, 2.553301632404328, 2.3691436648368835, 2.3345497051874795, 2.3269430001576743, 2.341949244340261, 2.3545963565508523, 2.3328685760498042]",13.71,13.15
73,10.0,RMSProp,500,CrossEntropyLoss(),0.25,"[80.79610109329222, 42.489429791768394, 24.8925879796346, 23.10060119628906, 20.131271998087563, 16.1956049601237, 12.702620108922323, 12.553080320358276, 12.803070624669393, 13.053656101226808]",15.65,17.89
74,10.0,SGD,500,CrossEntropyLoss(),0.25,"[6.191483537356059, 2.3479859232902527, 2.282269457976023, 2.2778183619181314, 2.279065787792206, 2.2830462257067365, 2.2781542738278704, 2.276473979155223, 2.2823659380276995, 2.288849890232086]",15.65,17.89
75,0.1,Adam,1000,CrossEntropyLoss(),0.25,"[2.2736645936965942, 2.272043466567993, 2.2707306941350303, 2.2700769106547036, 2.2700840632120767, 2.270021955172221, 2.269683361053467, 2.269562244415283, 2.269862413406372, 2.2699882189432783]",15.65,17.89
76,0.1,RMSProp,1000,CrossEntropyLoss(),0.25,"[2.3385178645451865, 2.2827099164326987, 2.2772117058436074, 2.275211930274963, 2.2754032214482627, 2.274195750554403, 2.275082071622213, 2.2726937532424927, 2.2755844593048096, 2.273309588432312]",15.65,17.89
77,0.1,SGD,1000,CrossEntropyLoss(),0.25,"[2.270819584528605, 2.270604968070984, 2.270386735598246, 2.270201325416565, 2.2700286308924356, 2.269891222318013, 2.2697548468907676, 2.269659399986267, 2.269540548324585, 2.2694555521011353]",15.65,17.89
78,0.05,Adam,1000,CrossEntropyLoss(),0.25,"[2.2699221769968667, 2.269204020500183, 2.2692426840464277, 2.269599159558614, 2.269278963406881, 2.269160072008769, 2.269045273462931, 2.2691338459650674, 2.268986225128174, 2.2689410050710044]",15.65,17.89
79,0.05,RMSProp,1000,CrossEntropyLoss(),0.25,"[2.2914403279622397, 2.2740612030029297, 2.272087136904399, 2.271443208058675, 2.2713323831558228, 2.2713337739308677, 2.269905249277751, 2.270698149998983, 2.2708164850870767, 2.269846836725871]",15.65,17.89
80,0.05,SGD,1000,CrossEntropyLoss(),0.25,"[2.2697161436080933, 2.2696242729822793, 2.26955767472585, 2.269486387570699, 2.2694222132364907, 2.2693587144215903, 2.2693039178848267, 2.2692535320917764, 2.2692024310429892, 2.269162853558858]",15.65,17.89
81,0.01,Adam,1000,CrossEntropyLoss(),0.25,"[2.2693910598754883, 2.268769860267639, 2.268734574317932, 2.2686632474263506, 2.268732627232869, 2.268642703692118, 2.2686697244644165, 2.2687023480733233, 2.26866885026296, 2.2686915795008344]",15.65,17.89
82,0.01,RMSProp,1000,CrossEntropyLoss(),0.25,"[2.2717399994532266, 2.2696590026219687, 2.269645055135091, 2.269661506017049, 2.2693024476369223, 2.269252300262451, 2.2690891424814863, 2.2689165274302163, 2.269172191619873, 2.269144654273987]",15.65,17.89
83,0.01,SGD,1000,CrossEntropyLoss(),0.25,"[2.2686166763305664, 2.2686152855555215, 2.2686174313227334, 2.2686166365941367, 2.2686146895090737, 2.268614888191223, 2.268614649772644, 2.2686139345169067, 2.268613576889038, 2.2686132987340293]",15.65,17.89
84,0.001,Adam,1000,CrossEntropyLoss(),0.25,"[2.2686565717061358, 2.2686147689819336, 2.2686118682225547, 2.2686074177424116, 2.2686118284861245, 2.268602053324382, 2.268601099650065, 2.2685982386271157, 2.268596808115641, 2.2685935894648233]",15.65,17.89
85,0.001,RMSProp,1000,CrossEntropyLoss(),0.25,"[2.2689617474873858, 2.268755078315735, 2.2686808506647744, 2.2686925331751504, 2.2686612606048584, 2.2686617771784463, 2.268658439318339, 2.2686566511789956, 2.268677751223246, 2.268646041552226]",15.65,17.89
86,0.001,SGD,1000,CrossEntropyLoss(),0.25,"[2.2685839732488, 2.268584092458089, 2.2685848474502563, 2.2685843308766684, 2.268584052721659, 2.268584410349528, 2.2685845295588174, 2.2685846885045367, 2.268584052721659, 2.2685847679773965]",15.65,17.89
87,10.0,Adam,1000,CrossEntropyLoss(),0.25,"[8.484551469484966, 7.822402636210124, 8.869611183802286, 5.280115524927775, 4.619461933771769, 3.4678283135096235, 3.0968990723292036, 2.746957262357076, 2.5177966356277466, 2.413240790367126]",13.71,13.15
88,10.0,RMSProp,1000,CrossEntropyLoss(),0.25,"[65.75795420010884, 80.7017313639323, 41.163866678873696, 34.7888027826945, 21.24573993682861, 19.17440589269002, 22.733479499816895, 19.801810264587402, 17.191652297973633, 18.487423578898113]",7.59,8.27
89,10.0,SGD,1000,CrossEntropyLoss(),0.25,"[10.673051516215006, 5.503370841344198, 3.5883054335912066, 2.38594122727712, 2.274373412132263, 2.2762896617253623, 2.271832227706909, 2.272412737210592, 2.2723044554392495, 2.2764641841252646]",13.71,13.15
90,0.1,Adam,100,CrossEntropyLoss(),0.5,"[69.65645337899525, 2.276283975442251, 2.2732687036196384, 2.2757003982861828, 2.272814420859019, 2.2779109875361123, 2.2763533592224117, 2.2761439919471744, 2.278501768906912, 2.275147704283397]",15.65,17.89
91,0.1,RMSProp,100,CrossEntropyLoss(),0.5,"[2.2942593495051065, 2.280240066846211, 2.2802510976791375, 2.277481993039449, 2.2781685829162597, 2.277598122755687, 2.2751552184422805, 2.278186090787252, 2.276382025082906, 2.2782296538352966]",15.65,17.89
92,0.1,SGD,100,CrossEntropyLoss(),0.5,"[2.270634758472442, 2.2694026509920757, 2.2690062721570343, 2.2690227111180628, 2.269041963418325, 2.268988664944966, 2.2689779082934063, 2.2689660429954532, 2.268989006678264, 2.2689693411191305]",15.65,17.89
93,0.05,Adam,100,CrossEntropyLoss(),0.5,"[2.2739277323087057, 2.273526902993521, 2.2730433781941732, 2.2732086499532063, 2.2718605240186056, 2.2736268520355214, 2.27138204574585, 2.27245481411616, 2.2740629633267724, 2.273104417324065]",15.65,17.89
94,0.05,RMSProp,100,CrossEntropyLoss(),0.5,"[2.279336416721344, 2.2743013381958, 2.2737599809964504, 2.2727370858192453, 2.2713691711425787, 2.272556952635448, 2.2732842803001403, 2.273173371950785, 2.2734650095303857, 2.273282380898794]",15.65,17.89
95,0.05,SGD,100,CrossEntropyLoss(),0.5,"[2.2717808802922566, 2.2704176783561705, 2.2696837822596234, 2.269316228230794, 2.2691088040669753, 2.268935159842173, 2.268899178504944, 2.268848299980163, 2.268821728229523, 2.268813474973043]",15.65,17.89
96,0.01,Adam,100,CrossEntropyLoss(),0.5,"[2.2699442068735762, 2.2694002230962105, 2.2697310686111445, 2.2696505864461263, 2.269568141301473, 2.2693803429603574, 2.269430204232533, 2.2693214535713198, 2.2694678703943882, 2.269617740313212]",15.65,17.89
97,0.01,RMSProp,100,CrossEntropyLoss(),0.5,"[2.2714113036791477, 2.270008341471355, 2.2698652545611067, 2.269910546143849, 2.2696519931157426, 2.2697164058685297, 2.2697954416275024, 2.2696606556574492, 2.269820785522461, 2.2697521924972537]",15.65,17.89
98,0.01,SGD,100,CrossEntropyLoss(),0.5,"[2.2688324292500806, 2.268810355663299, 2.26878958940506, 2.268770376841227, 2.2687534491221104, 2.2687383929888405, 2.2687284151713043, 2.2687184174855552, 2.268708141644795, 2.2686992883682247]",15.65,17.89
99,0.001,Adam,100,CrossEntropyLoss(),0.5,"[2.268783255418142, 2.2687334934870402, 2.268708066145579, 2.2687149047851554, 2.268718059857686, 2.2686847567558286, 2.268673225243887, 2.2687037348747263, 2.2686865250269572, 2.2686751842498785]",15.65,17.89
100,0.001,RMSProp,100,CrossEntropyLoss(),0.5,"[2.26902354558309, 2.2687772750854487, 2.2687611699104306, 2.26873033841451, 2.2687311609586076, 2.2687260111172987, 2.268725411097209, 2.268721795082093, 2.2687193950017295, 2.26873140335083]",15.65,17.89
101,0.001,SGD,100,CrossEntropyLoss(),0.5,"[2.2685847798983256, 2.2685842792193096, 2.268584676583608, 2.2685844103495274, 2.2685846209526064, 2.268584589163462, 2.2685843269030244, 2.268584676583608, 2.2685848553975423, 2.2685844143231715]",15.65,17.89
102,10.0,Adam,100,CrossEntropyLoss(),0.5,"[5.402986319859825, 2.4689101974169416, 2.50273870229721, 2.4845879634221397, 2.649816274642944, 2.588592437903087, 2.8109832723935444, 3.194517334302266, 2.674230468273162, 3.349744049708048]",13.71,13.15
103,10.0,RMSProp,100,CrossEntropyLoss(),0.5,"[37.5367510875066, 15.026235389709475, 12.04937234719594, 12.50519000689189, 11.880175987879436, 11.713268756866452, 11.135098210970563, 13.160316197077428, 11.45293322404226, 12.49780458609263]",7.75,8.82
