"Origin_airport","Destination_airport","Origin_city","Destination_city","Passengers","Seats","Flights","Distance","Fly_date","Origin_population","Destination_population","Org_airport_lat","Org_airport_long","Dest_airport_lat","Dest_airport_long"
"ALO","EKO","Waterloo, IA","Elko, NV",124,124,1,1212,1996-04-01,157863,45034,42.5570983886719,-92.4002990722656,40.8249015808105,-115.791999816895
"RFD","EKO","Rockford, IL","Elko, NV",111,124,1,1382,1996-04-01,303318,45034,42.1954002380371,-89.0971984863281,40.8249015808105,-115.791999816895
"RFD","EKO","Rockford, IL","Elko, NV",107,124,1,1382,1996-07-01,303318,45034,42.1954002380371,-89.0971984863281,40.8249015808105,-115.791999816895
"RFD","EKO","Rockford, IL","Elko, NV",118,124,1,1382,1996-12-01,303318,45034,42.1954002380371,-89.0971984863281,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",90,140,1,475,1996-01-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",364,496,4,475,1996-01-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",755,868,7,475,1996-10-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",500,620,5,475,1996-04-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",499,620,5,475,1996-08-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",514,620,5,475,1996-06-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",403,496,4,475,1996-03-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",723,744,6,475,1996-05-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",110,248,2,475,1996-12-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"SJC","EKO","San Jose, CA","Elko, NV",119,124,1,407,1996-02-01,1637714,45034,37.3625984191895,-121.929000854492,40.8249015808105,-115.791999816895
"SJC","EKO","San Jose, CA","Elko, NV",135,372,3,407,1996-12-01,1637714,45034,37.3625984191895,-121.929000854492,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",291,496,4,475,1996-11-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"SJC","EKO","San Jose, CA","Elko, NV",146,248,2,407,1996-10-01,1637714,45034,37.3625984191895,-121.929000854492,40.8249015808105,-115.791999816895
"PDX","EKO","Portland, OR","Elko, NV",476,620,5,475,1996-09-01,1763420,45034,45.58869934,-122.5979996,40.8249015808105,-115.791999816895
"CLE","EKO","Cleveland, OH","Elko, NV",71,124,1,1760,1996-02-01,2130821,45034,41.4117012024,-81.8498001099,40.8249015808105,-115.791999816895
"CMI","EKO","Champaign, IL","Elko, NV",121,124,1,1446,1996-03-01,200442,45034,40.03919983,-88.27809906,40.8249015808105,-115.791999816895
"CMI","EKO","Champaign, IL","Elko, NV",68,124,1,1446,1996-10-01,200442,45034,40.03919983,-88.27809906,40.8249015808105,-115.791999816895
"CMI","EKO","Champaign, IL","Elko, NV",77,124,1,1446,1996-12-01,200442,45034,40.03919983,-88.27809906,40.8249015808105,-115.791999816895
"FCA","EKO","Kalispell, MT","Elko, NV",124,124,1,523,1996-04-01,70999,45034,48.3105010986328,-114.255996704102,40.8249015808105,-115.791999816895
"FCA","EKO","Kalispell, MT","Elko, NV",115,124,1,523,1996-02-01,70999,45034,48.3105010986328,-114.255996704102,40.8249015808105,-115.791999816895
"GRB","EKO","Green Bay, WI","Elko, NV",123,124,1,1425,1996-10-01,264838,45034,44.4850997924805,-88.1296005249023,40.8249015808105,-115.791999816895
"FCA","EKO","Kalispell, MT","Elko, NV",83,124,1,523,1996-06-01,70999,45034,48.3105010986328,-114.255996704102,40.8249015808105,-115.791999816895
"GRB","EKO","Green Bay, WI","Elko, NV",117,124,1,1425,1996-03-01,264838,45034,44.4850997924805,-88.1296005249023,40.8249015808105,-115.791999816895
"GRB","EKO","Green Bay, WI","Elko, NV",93,124,1,1425,1996-08-01,264838,45034,44.4850997924805,-88.1296005249023,40.8249015808105,-115.791999816895
"GRB","EKO","Green Bay, WI","Elko, NV",105,124,1,1425,1996-05-01,264838,45034,44.4850997924805,-88.1296005249023,40.8249015808105,-115.791999816895
"GRB","EKO","Green Bay, WI","Elko, NV",122,124,1,1425,1996-04-01,264838,45034,44.4850997924805,-88.1296005249023,40.8249015808105,-115.791999816895
"GRB","EKO","Green Bay, WI","Elko, NV",124,124,1,1425,1996-07-01,264838,45034,44.4850997924805,-88.1296005249023,40.8249015808105,-115.791999816895
"LSE","EKO","La Crosse, WI","Elko, NV",123,124,1,1269,1996-05-01,121130,45034,43.879002,-91.256699,40.8249015808105,-115.791999816895
"LSE","EKO","La Crosse, WI","Elko, NV",124,124,1,1269,1996-03-01,121130,45034,43.879002,-91.256699,40.8249015808105,-115.791999816895
"LSE","EKO","La Crosse, WI","Elko, NV",85,124,1,1269,1996-07-01,121130,45034,43.879002,-91.256699,40.8249015808105,-115.791999816895
"GRB","EKO","Green Bay, WI","Elko, NV",119,124,1,1425,1996-09-01,264838,45034,44.4850997924805,-88.1296005249023,40.8249015808105,-115.791999816895
"FCA","EKO","Kalispell, MT","Elko, NV",78,124,1,523,1996-01-01,70999,45034,48.3105010986328,-114.255996704102,40.8249015808105,-115.791999816895
"FCA","EKO","Kalispell, MT","Elko, NV",118,124,1,523,1996-05-01,70999,45034,48.3105010986328,-114.255996704102,40.8249015808105,-115.791999816895
"FCA","EKO","Kalispell, MT","Elko, NV",119,124,1,523,1996-03-01,70999,45034,48.3105010986328,-114.255996704102,40.8249015808105,-115.791999816895
"FCA","EKO","Kalispell, MT","Elko, NV",119,124,1,523,1996-10-01,70999,45034,48.3105010986328,-114.255996704102,40.8249015808105,-115.791999816895
"FCA","EKO","Kalispell, MT","Elko, NV",70,124,1,523,1996-11-01,70999,45034,48.3105010986328,-114.255996704102,40.8249015808105,-115.791999816895
"IAH","EKO","Houston, TX","Elko, NV",287,372,3,1370,1996-06-01,4268132,45034,29.9843997955322,-95.3414001464844,40.8249015808105,-115.791999816895
"IAH","EKO","Houston, TX","Elko, NV",119,248,2,1370,1996-08-01,4268132,45034,29.9843997955322,-95.3414001464844,40.8249015808105,-115.791999816895
"IAH","EKO","Houston, TX","Elko, NV",91,124,1,1370,1996-09-01,4268132,45034,29.9843997955322,-95.3414001464844,40.8249015808105,-115.791999816895
"IAH","EKO","Houston, TX","Elko, NV",108,124,1,1370,1996-02-01,4268132,45034,29.9843997955322,-95.3414001464844,40.8249015808105,-115.791999816895
"IAH","EKO","Houston, TX","Elko, NV",123,124,1,1370,1996-11-01,4268132,45034,29.9843997955322,-95.3414001464844,40.8249015808105,-115.791999816895
"IAH","EKO","Houston, TX","Elko, NV",327,372,3,1370,1996-07-01,4268132,45034,29.9843997955322,-95.3414001464844,40.8249015808105,-115.791999816895
"IAH","EKO","Houston, TX","Elko, NV",111,124,1,1370,1996-10-01,4268132,45034,29.9843997955322,-95.3414001464844,40.8249015808105,-115.791999816895
"ELP","EKO","El Paso, TX","Elko, NV",109,124,1,813,1996-06-01,674005,45034,31.80719948,-106.3779984,40.8249015808105,-115.791999816895
"DTW","EKO","Detroit, MI","Elko, NV",94,124,1,1675,1996-10-01,8912962,45034,42.2123985290527,-83.353401184082,40.8249015808105,-115.791999816895
"ELP","EKO","El Paso, TX","Elko, NV",118,124,1,813,1996-05-01,674005,45034,31.80719948,-106.3779984,40.8249015808105,-115.791999816895
"ELP","EKO","El Paso, TX","Elko, NV",118,124,1,813,1996-03-01,674005,45034,31.80719948,-106.3779984,40.8249015808105,-115.791999816895
"ELP","EKO","El Paso, TX","Elko, NV",78,124,1,813,1996-12-01,674005,45034,31.80719948,-106.3779984,40.8249015808105,-115.791999816895
"DBQ","EKO","Dubuque, IA","Elko, NV",119,124,1,1299,1996-01-01,88390,45034,42.40200043,-90.70950317,40.8249015808105,-115.791999816895
"ELP","EKO","El Paso, TX","Elko, NV",61,124,1,813,1996-01-01,674005,45034,31.80719948,-106.3779984,40.8249015808105,-115.791999816895
"YKM","EKO","Yakima, WA","Elko, NV",81,124,1,462,1996-10-01,214068,45034,46.56819916,-120.5439987,40.8249015808105,-115.791999816895
"YKM","EKO","Yakima, WA","Elko, NV",109,124,1,462,1996-07-01,214068,45034,46.56819916,-120.5439987,40.8249015808105,-115.791999816895
"ORD","EKO","Chicago, IL","Elko, NV",202,248,2,1445,1996-03-01,17287860,45034,41.97859955,-87.90480042,40.8249015808105,-115.791999816895
"ORD","EKO","Chicago, IL","Elko, NV",164,248,2,1445,1996-08-01,17287860,45034,41.97859955,-87.90480042,40.8249015808105,-115.791999816895
"ORD","EKO","Chicago, IL","Elko, NV",221,248,2,1445,1996-05-01,17287860,45034,41.97859955,-87.90480042,40.8249015808105,-115.791999816895
"ABI","EKO","Abilene, TX","Elko, NV",121,124,1,1064,1996-02-01,152535,45034,32.4113006592,-99.6819000244,40.8249015808105,-115.791999816895
"YKM","EKO","Yakima, WA","Elko, NV",98,124,1,462,1996-05-01,214068,45034,46.56819916,-120.5439987,40.8249015808105,-115.791999816895
"ABI","EKO","Abilene, TX","Elko, NV",81,124,1,1064,1996-10-01,152535,45034,32.4113006592,-99.6819000244,40.8249015808105,-115.791999816895
"ORD","EKO","Chicago, IL","Elko, NV",323,372,3,1445,1996-04-01,17287860,45034,41.97859955,-87.90480042,40.8249015808105,-115.791999816895
"YKM","EKO","Yakima, WA","Elko, NV",111,124,1,462,1996-03-01,214068,45034,46.56819916,-120.5439987,40.8249015808105,-115.791999816895
"YKM","EKO","Yakima, WA","Elko, NV",79,124,1,462,1996-08-01,214068,45034,46.56819916,-120.5439987,40.8249015808105,-115.791999816895
"YKM","EKO","Yakima, WA","Elko, NV",80,124,1,462,1996-06-01,214068,45034,46.56819916,-120.5439987,40.8249015808105,-115.791999816895
"YKM","EKO","Yakima, WA","Elko, NV",121,124,1,462,1996-02-01,214068,45034,46.56819916,-120.5439987,40.8249015808105,-115.791999816895
"YKM","EKO","Yakima, WA","Elko, NV",106,124,1,462,1996-04-01,214068,45034,46.56819916,-120.5439987,40.8249015808105,-115.791999816895
"ORD","EKO","Chicago, IL","Elko, NV",53,124,1,1445,1996-12-01,17287860,45034,41.97859955,-87.90480042,40.8249015808105,-115.791999816895
"ABI","EKO","Abilene, TX","Elko, NV",73,124,1,1064,1996-09-01,152535,45034,32.4113006592,-99.6819000244,40.8249015808105,-115.791999816895
"YKM","EKO","Yakima, WA","Elko, NV",73,124,1,462,1996-01-01,214068,45034,46.56819916,-120.5439987,40.8249015808105,-115.791999816895
"ORD","EKO","Chicago, IL","Elko, NV",118,124,1,1445,1996-06-01,17287860,45034,41.97859955,-87.90480042,40.8249015808105,-115.791999816895
"ORD","EKO","Chicago, IL","Elko, NV",154,248,2,1445,1996-02-01,17287860,45034,41.97859955,-87.90480042,40.8249015808105,-115.791999816895
"ABI","EKO","Abilene, TX","Elko, NV",117,124,1,1064,1996-07-01,152535,45034,32.4113006592,-99.6819000244,40.8249015808105,-115.791999816895
"ORD","EKO","Chicago, IL","Elko, NV",135,248,2,1445,1996-09-01,17287860,45034,41.97859955,-87.90480042,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",97,124,1,1227,1996-07-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",97,124,1,1227,1996-09-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"BFF","EKO","Scottsbluff, NE","Elko, NV",58,124,1,637,1996-07-01,37333,45034,41.87400055,-103.5960007,40.8249015808105,-115.791999816895
"BFF","EKO","Scottsbluff, NE","Elko, NV",110,124,1,637,1996-11-01,37333,45034,41.87400055,-103.5960007,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",115,124,1,1227,1996-02-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"SAT","EKO","San Antonio, TX","Elko, NV",222,248,2,1248,1996-02-01,1584226,45034,29.5337009429932,-98.4698028564453,40.8249015808105,-115.791999816895
"MSP","EKO","Minneapolis, MN","Elko, NV",120,124,1,1176,1996-05-01,2760875,45034,44.8819999695,-93.2218017578,40.8249015808105,-115.791999816895
"SAT","EKO","San Antonio, TX","Elko, NV",206,248,2,1248,1996-05-01,1584226,45034,29.5337009429932,-98.4698028564453,40.8249015808105,-115.791999816895
"BFF","EKO","Scottsbluff, NE","Elko, NV",232,248,2,637,1996-02-01,37333,45034,41.87400055,-103.5960007,40.8249015808105,-115.791999816895
"BFF","EKO","Scottsbluff, NE","Elko, NV",242,248,2,637,1996-03-01,37333,45034,41.87400055,-103.5960007,40.8249015808105,-115.791999816895
"BFF","EKO","Scottsbluff, NE","Elko, NV",111,124,1,637,1996-08-01,37333,45034,41.87400055,-103.5960007,40.8249015808105,-115.791999816895
"BFF","EKO","Scottsbluff, NE","Elko, NV",342,372,3,637,1996-01-01,37333,45034,41.87400055,-103.5960007,40.8249015808105,-115.791999816895
"SAT","EKO","San Antonio, TX","Elko, NV",89,124,1,1248,1996-04-01,1584226,45034,29.5337009429932,-98.4698028564453,40.8249015808105,-115.791999816895
"BFF","EKO","Scottsbluff, NE","Elko, NV",79,124,1,637,1996-12-01,37333,45034,41.87400055,-103.5960007,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",124,124,1,1227,1996-01-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",122,124,1,1227,1996-10-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",121,124,1,1227,1996-03-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"MSP","EKO","Minneapolis, MN","Elko, NV",118,124,1,1176,1996-10-01,2760875,45034,44.8819999695,-93.2218017578,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",112,124,1,1227,1996-11-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"SAT","EKO","San Antonio, TX","Elko, NV",66,124,1,1248,1996-10-01,1584226,45034,29.5337009429932,-98.4698028564453,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",215,248,2,1227,1996-08-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"MSP","EKO","Minneapolis, MN","Elko, NV",113,124,1,1176,1996-11-01,2760875,45034,44.8819999695,-93.2218017578,40.8249015808105,-115.791999816895
"MSP","EKO","Minneapolis, MN","Elko, NV",81,124,1,1176,1996-08-01,2760875,45034,44.8819999695,-93.2218017578,40.8249015808105,-115.791999816895
"SPI","EKO","Springfield, IL","Elko, NV",89,124,1,1375,1996-11-01,203887,45034,39.84410095,-89.67790222,40.8249015808105,-115.791999816895
"BFF","EKO","Scottsbluff, NE","Elko, NV",235,248,2,637,1996-09-01,37333,45034,41.87400055,-103.5960007,40.8249015808105,-115.791999816895
"SAT","EKO","San Antonio, TX","Elko, NV",194,248,2,1248,1996-08-01,1584226,45034,29.5337009429932,-98.4698028564453,40.8249015808105,-115.791999816895
"SPI","EKO","Springfield, IL","Elko, NV",112,124,1,1375,1996-03-01,203887,45034,39.84410095,-89.67790222,40.8249015808105,-115.791999816895
"MSP","EKO","Minneapolis, MN","Elko, NV",124,124,1,1176,1996-04-01,2760875,45034,44.8819999695,-93.2218017578,40.8249015808105,-115.791999816895
"MSP","EKO","Minneapolis, MN","Elko, NV",120,124,1,1176,1996-06-01,2760875,45034,44.8819999695,-93.2218017578,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",132,248,2,1227,1996-12-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"SAT","EKO","San Antonio, TX","Elko, NV",135,248,2,1248,1996-09-01,1584226,45034,29.5337009429932,-98.4698028564453,40.8249015808105,-115.791999816895
"MSP","EKO","Minneapolis, MN","Elko, NV",108,124,1,1176,1996-12-01,2760875,45034,44.8819999695,-93.2218017578,40.8249015808105,-115.791999816895
"SPI","EKO","Springfield, IL","Elko, NV",121,124,1,1375,1996-04-01,203887,45034,39.84410095,-89.67790222,40.8249015808105,-115.791999816895
"SGF","EKO","Springfield, MO","Elko, NV",117,140,1,1227,1996-05-01,336806,45034,37.24570084,-93.38860321,40.8249015808105,-115.791999816895
"MSP","EKO","Minneapolis, MN","Elko, NV",92,124,1,1176,1996-09-01,2760875,45034,44.8819999695,-93.2218017578,40.8249015808105,-115.791999816895
"SAT","EKO","San Antonio, TX","Elko, NV",112,124,1,1248,1996-06-01,1584226,45034,29.5337009429932,-98.4698028564453,40.8249015808105,-115.791999816895
"SAT","EKO","San Antonio, TX","Elko, NV",180,248,2,1248,1996-07-01,1584226,45034,29.5337009429932,-98.4698028564453,40.8249015808105,-115.791999816895
"BFF","EKO","Scottsbluff, NE","Elko, NV",546,620,5,637,1996-05-01,37333,45034,41.87400055,-103.5960007,40.8249015808105,-115.791999816895
"CID","EKO","Cedar Rapids, IA","Elko, NV",121,124,1,1250,1996-04-01,224859,45034,41.8847007751465,-91.7108001708984,40.8249015808105,-115.791999816895
"GRI","EKO","Grand Island, NE","Elko, NV",123,124,1,914,1996-01-01,65929,45034,40.9674987792969,-98.3096008300781,40.8249015808105,-115.791999816895
"GRI","EKO","Grand Island, NE","Elko, NV",103,124,1,914,1996-10-01,65929,45034,40.9674987792969,-98.3096008300781,40.8249015808105,-115.791999816895
"GRI","EKO","Grand Island, NE","Elko, NV",60,124,1,914,1996-09-01,65929,45034,40.9674987792969,-98.3096008300781,40.8249015808105,-115.791999816895
"CID","EKO","Cedar Rapids, IA","Elko, NV",98,124,1,1250,1996-12-01,224859,45034,41.8847007751465,-91.7108001708984,40.8249015808105,-115.791999816895
"CID","EKO","Cedar Rapids, IA","Elko, NV",119,124,1,1250,1996-03-01,224859,45034,41.8847007751465,-91.7108001708984,40.8249015808105,-115.791999816895
"GRI","EKO","Grand Island, NE","Elko, NV",89,124,1,914,1996-06-01,65929,45034,40.9674987792969,-98.3096008300781,40.8249015808105,-115.791999816895
"GRI","EKO","Grand Island, NE","Elko, NV",123,124,1,914,1996-02-01,65929,45034,40.9674987792969,-98.3096008300781,40.8249015808105,-115.791999816895
"CID","EKO","Cedar Rapids, IA","Elko, NV",62,124,1,1250,1996-09-01,224859,45034,41.8847007751465,-91.7108001708984,40.8249015808105,-115.791999816895
"IND","EKO","Indianapolis, IN","Elko, NV",92,124,1,1554,1996-06-01,1406510,45034,39.7173,-86.294403,40.8249015808105,-115.791999816895
"GRI","EKO","Grand Island, NE","Elko, NV",229,248,2,914,1996-04-01,65929,45034,40.9674987792969,-98.3096008300781,40.8249015808105,-115.791999816895
"CID","EKO","Cedar Rapids, IA","Elko, NV",96,124,1,1250,1996-10-01,224859,45034,41.8847007751465,-91.7108001708984,40.8249015808105,-115.791999816895
"CID","EKO","Cedar Rapids, IA","Elko, NV",86,124,1,1250,1996-06-01,224859,45034,41.8847007751465,-91.7108001708984,40.8249015808105,-115.791999816895
"CID","EKO","Cedar Rapids, IA","Elko, NV",124,124,1,1250,1996-11-01,224859,45034,41.8847007751465,-91.7108001708984,40.8249015808105,-115.791999816895
"CID","EKO","Cedar Rapids, IA","Elko, NV",68,124,1,1250,1996-08-01,224859,45034,41.8847007751465,-91.7108001708984,40.8249015808105,-115.791999816895
"CID","EKO","Cedar Rapids, IA","Elko, NV",132,248,2,1250,1996-01-01,224859,45034,41.8847007751465,-91.7108001708984,40.8249015808105,-115.791999816895
"IND","EKO","Indianapolis, IN","Elko, NV",50,124,1,1554,1996-12-01,1406510,45034,39.7173,-86.294403,40.8249015808105,-115.791999816895
"GRI","EKO","Grand Island, NE","Elko, NV",121,124,1,914,1996-08-01,65929,45034,40.9674987792969,-98.3096008300781,40.8249015808105,-115.791999816895
"IND","EKO","Indianapolis, IN","Elko, NV",118,124,1,1554,1996-10-01,1406510,45034,39.7173,-86.294403,40.8249015808105,-115.791999816895
"GRI","EKO","Grand Island, NE","Elko, NV",92,124,1,914,1996-05-01,65929,45034,40.9674987792969,-98.3096008300781,40.8249015808105,-115.791999816895
"IND","EKO","Indianapolis, IN","Elko, NV",110,124,1,1554,1996-01-01,1406510,45034,39.7173,-86.294403,40.8249015808105,-115.791999816895
"ABQ","EKO","Albuquerque, NM","Elko, NV",699,744,6,640,1996-01-01,680994,45034,35.0401992797852,-106.609001159668,40.8249015808105,-115.791999816895
"ABQ","EKO","Albuquerque, NM","Elko, NV",992,1116,9,640,1996-03-01,680994,45034,35.0401992797852,-106.609001159668,40.8249015808105,-115.791999816895
"SBN","EKO","South Bend, IN","Elko, NV",146,248,2,1528,1996-12-01,307304,45034,41.7086982727051,-86.3172988891602,40.8249015808105,-115.791999816895
"MCI","EKO","Kansas City, MO","Elko, NV",118,124,1,1119,1996-04-01,1753337,45034,39.2976,-94.713898,40.8249015808105,-115.791999816895
"MCI","EKO","Kansas City, MO","Elko, NV",112,124,1,1119,1996-05-01,1753337,45034,39.2976,-94.713898,40.8249015808105,-115.791999816895
"MCI","EKO","Kansas City, MO","Elko, NV",122,124,1,1119,1996-02-01,1753337,45034,39.2976,-94.713898,40.8249015808105,-115.791999816895
"ABQ","EKO","Albuquerque, NM","Elko, NV",241,248,2,640,1996-11-01,680994,45034,35.0401992797852,-106.609001159668,40.8249015808105,-115.791999816895
"GCK","EKO","Garden City, KS","Elko, NV",120,124,1,830,1996-01-01,35462,45034,37.9275016785,-100.723999023,40.8249015808105,-115.791999816895
"SHV","EKO","Shreveport, LA","Elko, NV",68,124,1,1345,1996-10-01,361277,45034,32.4466018676758,-93.8255996704102,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",376,496,4,510,1996-09-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"SHV","EKO","Shreveport, LA","Elko, NV",95,124,1,1345,1996-08-01,361277,45034,32.4466018676758,-93.8255996704102,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",113,124,1,1041,1996-05-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",112,124,1,1041,1996-10-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GCK","EKO","Garden City, KS","Elko, NV",87,124,1,830,1996-10-01,35462,45034,37.9275016785,-100.723999023,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",107,124,1,1041,1996-11-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",100,124,1,510,1996-11-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",95,124,1,510,1996-06-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"ABQ","EKO","Albuquerque, NM","Elko, NV",364,496,4,640,1996-12-01,680994,45034,35.0401992797852,-106.609001159668,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",122,124,1,510,1996-04-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",455,496,4,1041,1996-02-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",68,124,1,510,1996-08-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"ABQ","EKO","Albuquerque, NM","Elko, NV",97,124,1,640,1996-05-01,680994,45034,35.0401992797852,-106.609001159668,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",172,248,2,1041,1996-06-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",68,133,1,1041,1996-06-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",490,496,4,1041,1996-03-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",407,496,4,510,1996-10-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",71,124,1,1041,1996-09-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",119,124,1,1041,1996-01-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",136,248,2,1041,1996-07-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",241,248,2,1041,1996-04-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GFK","EKO","Grand Forks, ND","Elko, NV",120,124,1,1041,1996-12-01,103522,45034,47.949299,-97.176102,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",124,124,1,510,1996-02-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",120,124,1,510,1996-01-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",236,496,3,510,1996-07-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",113,124,1,510,1996-03-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"LIT","EKO","Little Rock, AR","Elko, NV",123,124,1,1352,1996-07-01,570858,45034,34.7294006348,-92.2242965698,40.8249015808105,-115.791999816895
"GCK","EKO","Garden City, KS","Elko, NV",91,124,1,830,1996-05-01,35462,45034,37.9275016785,-100.723999023,40.8249015808105,-115.791999816895
"LIT","EKO","Little Rock, AR","Elko, NV",90,124,1,1352,1996-08-01,570858,45034,34.7294006348,-92.2242965698,40.8249015808105,-115.791999816895
"GCK","EKO","Garden City, KS","Elko, NV",95,124,1,830,1996-04-01,35462,45034,37.9275016785,-100.723999023,40.8249015808105,-115.791999816895
"BMI","EKO","Bloomington, IL","Elko, NV",116,124,1,1406,1996-03-01,140183,45034,40.47710037,-88.91590118,40.8249015808105,-115.791999816895
"BMI","EKO","Bloomington, IL","Elko, NV",99,124,1,1406,1996-04-01,140183,45034,40.47710037,-88.91590118,40.8249015808105,-115.791999816895
"SBN","EKO","South Bend, IN","Elko, NV",119,124,1,1528,1996-09-01,307304,45034,41.7086982727051,-86.3172988891602,40.8249015808105,-115.791999816895
"GTF","EKO","Great Falls, MT","Elko, NV",124,124,1,510,1996-12-01,80777,45034,47.48199844,-111.3710022,40.8249015808105,-115.791999816895
"LIT","EKO","Little Rock, AR","Elko, NV",44,124,1,1352,1996-09-01,570858,45034,34.7294006348,-92.2242965698,40.8249015808105,-115.791999816895
"LIT","EKO","Little Rock, AR","Elko, NV",71,124,1,1352,1996-11-01,570858,45034,34.7294006348,-92.2242965698,40.8249015808105,-115.791999816895
"LIT","EKO","Little Rock, AR","Elko, NV",105,124,1,1352,1996-04-01,570858,45034,34.7294006348,-92.2242965698,40.8249015808105,-115.791999816895
