"Origin_airport","Destination_airport","Origin_city","Destination_city","Passengers","Seats","Flights","Distance","Fly_date","Origin_population","Destination_population","Org_airport_lat","Org_airport_long","Dest_airport_lat","Dest_airport_long"
"MHK","AMW","Manhattan, KS","Ames, IA",21,30,1,254,2008-10-01,122049,86219,39.140998840332,-96.6707992553711,NA,NA
"EUG","RDM","Eugene, OR","Bend, OR",41,396,22,103,1990-11-01,284093,76034,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",88,342,19,103,1990-12-01,284093,76034,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",11,72,4,103,1990-10-01,284093,76034,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"MFR","RDM","Medford, OR","Bend, OR",0,18,1,156,1990-02-01,147300,76034,42.3741989135742,-122.873001098633,44.2541008,-121.1500015
"MFR","RDM","Medford, OR","Bend, OR",11,18,1,156,1990-03-01,147300,76034,42.3741989135742,-122.873001098633,44.2541008,-121.1500015
"MFR","RDM","Medford, OR","Bend, OR",2,72,4,156,1990-01-01,147300,76034,42.3741989135742,-122.873001098633,44.2541008,-121.1500015
"MFR","RDM","Medford, OR","Bend, OR",7,18,1,156,1990-09-01,147300,76034,42.3741989135742,-122.873001098633,44.2541008,-121.1500015
"MFR","RDM","Medford, OR","Bend, OR",7,36,2,156,1990-11-01,147300,76034,42.3741989135742,-122.873001098633,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",8,18,1,228,1990-02-01,5154164,76034,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",453,3128,23,228,1990-01-01,5154164,76034,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",784,2720,20,228,1990-02-01,5154164,76034,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",749,2992,22,228,1990-03-01,5154164,76034,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",11,18,1,228,1990-04-01,5154164,76034,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",349,851,23,116,1990-01-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1376,2898,161,116,1990-01-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",444,1110,30,116,1990-10-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1949,3261,187,116,1990-06-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",381,814,22,116,1990-02-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1559,2772,154,116,1990-02-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1852,3600,200,116,1990-10-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",483,925,25,116,1990-09-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1965,3492,194,116,1990-09-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",494,1036,28,116,1990-06-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",459,962,26,116,1990-03-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",553,1036,28,116,1990-08-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1887,3186,177,116,1990-03-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",773,1887,51,116,1990-11-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1800,3060,170,116,1990-04-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1173,1998,54,116,1990-12-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",462,999,27,116,1990-04-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",386,962,26,116,1990-05-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",2412,3654,203,116,1990-08-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1787,3222,179,116,1990-05-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1446,3042,169,116,1990-11-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1922,3042,169,116,1990-12-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",523,962,26,116,1990-07-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",2333,3654,204,116,1990-07-01,1534762,76034,45.58869934,-122.5979996,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",139,396,22,147,1990-01-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",209,999,27,147,1990-08-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",189,414,23,147,1990-08-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",168,432,24,147,1990-04-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",166,925,25,147,1990-07-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",184,412,23,147,1990-07-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",157,414,23,147,1990-10-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",177,888,24,147,1990-01-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",172,378,21,147,1990-02-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",134,999,27,147,1990-10-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",118,925,25,147,1990-09-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1413,2760,92,462,1990-03-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",123,342,19,147,1990-09-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",172,925,25,147,1990-04-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1394,2640,88,462,1990-06-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",922,2580,86,462,1990-01-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",230,925,25,147,1990-06-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1661,2790,93,462,1990-08-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",176,925,25,147,1990-03-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1093,2640,88,462,1990-05-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",150,396,22,147,1990-12-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",995,2370,79,462,1990-11-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",150,925,25,147,1990-12-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",94,703,19,147,1990-11-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",150,396,22,147,1990-11-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",177,468,26,147,1990-03-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1080,2490,83,462,1990-04-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1279,2340,78,462,1990-12-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1080,2490,83,462,1990-02-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",187,399,23,147,1990-06-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1493,2760,92,462,1990-07-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",106,629,17,147,1990-02-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",194,962,26,147,1990-05-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1204,2550,85,462,1990-10-01,7436126,76034,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",200,486,27,147,1990-05-01,57948,76034,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LAX","RDM","Los Angeles, CA","Bend, OR",1599,2992,22,726,1990-03-01,22585772,76034,33.94250107,-118.4079971,44.2541008,-121.1500015
"LAX","RDM","Los Angeles, CA","Bend, OR",643,2856,21,726,1990-01-01,22585772,76034,33.94250107,-118.4079971,44.2541008,-121.1500015
"LAX","RDM","Los Angeles, CA","Bend, OR",1280,2720,20,726,1990-02-01,22585772,76034,33.94250107,-118.4079971,44.2541008,-121.1500015
"LAX","RDM","Los Angeles, CA","Bend, OR",66,104,1,726,1990-01-01,22585772,76034,33.94250107,-118.4079971,44.2541008,-121.1500015
"EAT","RDM","Wenatchee, WA","Bend, OR",12,18,1,222,1991-12-01,80800,80333,47.3988990784,-120.207000732,44.2541008,-121.1500015
"YKM","RDM","Yakima, WA","Bend, OR",8,37,1,162,1991-12-01,193723,80333,46.56819916,-120.5439987,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",98,324,18,103,1991-12-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",41,342,19,103,1991-02-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",68,360,20,103,1991-11-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",65,378,21,103,1991-09-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",68,414,23,103,1991-05-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",55,414,23,103,1991-10-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",60,396,22,103,1991-08-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",56,360,20,103,1991-06-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",47,378,21,103,1991-03-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",60,396,22,103,1991-04-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",42,324,18,103,1991-01-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EUG","RDM","Eugene, OR","Bend, OR",62,414,23,103,1991-07-01,287600,80333,44.1245994567871,-123.21199798584,44.2541008,-121.1500015
"EKO","RDM","Elko, NV","Bend, OR",113,119,1,362,1991-08-01,37382,80333,40.8249015808105,-115.791999816895,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",175,888,24,147,1991-05-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1352,2640,88,462,1991-05-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",95,925,25,147,1991-03-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1617,2790,93,462,1991-08-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1327,2670,89,462,1991-06-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1392,2550,85,462,1991-03-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",199,851,23,147,1991-06-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",168,999,27,147,1991-07-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",229,999,27,147,1991-10-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",165,414,23,147,1991-10-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1013,2700,90,462,1991-11-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",181,396,22,147,1991-06-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",144,396,22,147,1991-03-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",100,777,21,147,1991-02-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",100,342,19,147,1991-02-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",218,925,25,147,1991-09-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",144,378,21,147,1991-09-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",115,888,24,147,1991-01-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1198,2790,93,462,1991-10-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",157,814,22,147,1991-11-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",133,270,15,147,1991-12-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",153,703,19,147,1991-12-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",143,360,20,147,1991-01-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",100,306,17,147,1991-11-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",195,414,23,147,1991-07-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1274,2550,85,462,1991-04-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1093,2490,83,462,1991-01-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",178,396,22,147,1991-08-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",223,999,27,147,1991-08-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1537,2760,92,462,1991-07-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1184,2670,89,462,1991-09-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",148,396,22,147,1991-04-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1311,2790,93,462,1991-12-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",153,962,26,147,1991-04-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"LMT","RDM","Klamath Falls, OR","Bend, OR",223,468,26,147,1991-05-01,58281,80333,42.1561012268066,-121.733001708984,44.2541008,-121.1500015
"SFO","RDM","San Francisco, CA","Bend, OR",1160,2190,73,462,1991-02-01,7498756,80333,37.6189994812012,-122.375,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",2,38,2,228,1991-01-01,5242050,80333,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",25,36,2,228,1991-01-01,5242050,80333,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",12,74,2,228,1991-01-01,5242050,80333,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",5,37,1,228,1991-07-01,5242050,80333,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"SEA","RDM","Seattle, WA","Bend, OR",11,18,1,228,1991-02-01,5242050,80333,47.4490013122559,-122.30899810791,44.2541008,-121.1500015
"MFR","RDM","Medford, OR","Bend, OR",1,18,1,156,1991-02-01,150496,80333,42.3741989135742,-122.873001098633,44.2541008,-121.1500015
"MFR","RDM","Medford, OR","Bend, OR",8,36,2,156,1991-01-01,150496,80333,42.3741989135742,-122.873001098633,44.2541008,-121.1500015
"MFR","RDM","Medford, OR","Bend, OR",7,18,1,156,1991-11-01,150496,80333,42.3741989135742,-122.873001098633,44.2541008,-121.1500015
"MFR","RDM","Medford, OR","Bend, OR",19,54,3,156,1991-12-01,150496,80333,42.3741989135742,-122.873001098633,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1299,3382,178,116,1991-10-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",2057,3726,207,116,1991-10-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1467,3363,177,116,1991-12-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",2271,3546,197,116,1991-12-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",545,851,23,116,1991-12-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1498,3344,176,116,1991-07-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1086,3059,161,116,1991-09-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1903,3492,194,116,1991-09-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1188,1887,51,116,1991-07-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",581,1147,31,116,1991-09-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",856,1887,51,116,1991-01-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",2165,3294,183,116,1991-07-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1143,3154,166,116,1991-11-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",70,210,7,116,1991-01-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1924,3582,199,116,1991-11-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1539,3211,169,116,1991-06-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1891,3168,176,116,1991-06-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",10,65,1,116,1991-06-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",717,1924,52,116,1991-05-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1175,3230,170,116,1991-04-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",15,65,1,116,1991-03-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",886,1739,47,116,1991-06-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1660,3132,174,116,1991-03-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",898,1924,52,116,1991-03-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",7,65,1,116,1991-05-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1523,3363,177,116,1991-08-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1712,3258,181,116,1991-05-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1550,2988,166,116,1991-04-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",2000,3240,180,116,1991-08-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1098,2907,153,116,1991-01-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",780,1998,54,116,1991-04-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1108,2831,149,116,1991-02-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",467,814,22,116,1991-11-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1627,2916,162,116,1991-02-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",783,1480,40,116,1991-02-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1514,3096,172,116,1991-01-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1267,3287,173,116,1991-03-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1295,3306,174,116,1991-05-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1240,1998,54,116,1991-08-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",521,962,26,116,1991-10-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",5,65,1,116,1991-10-01,1578432,80333,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",2034,3528,196,116,1992-09-01,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",753,2035,55,116,1992-09-01,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",32,65,1,116,1992-06-01,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",731,1850,50,116,1992-06-01,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1869,3240,180,116,1992-03-01,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",701,1850,50,116,1992-03-01,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",2429,3600,200,116,1992-06-01,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1452,3344,176,116,1992-08-01,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
"PDX","RDM","Portland, OR","Bend, OR",1158,3325,175,116,1992-10-01,1614266,83955,45.58869934,-122.5979996,44.2541008,-121.1500015
