,specialty_group,practice_region,month,groupsize
1181,Dentists,Pays de la Loire,2021-01-01,254
1182,Dentists,Pays de la Loire,2021-02-01,249
1183,Dentists,Pays de la Loire,2021-03-01,260
1184,Dentists,Pays de la Loire,2021-04-01,264
1185,Dentists,Pays de la Loire,2021-05-01,259
1186,Dentists,Pays de la Loire,2021-06-01,259
1187,Dentists,Pays de la Loire,2021-07-01,269
1188,Dentists,Pays de la Loire,2021-08-01,271
1189,Dentists,Pays de la Loire,2021-09-01,279
1190,Dentists,Pays de la Loire,2021-10-01,280
1191,Dentists,Pays de la Loire,2021-11-01,277
1192,Dentists,Pays de la Loire,2021-12-01,276
1193,Dentists,Pays de la Loire,2022-01-01,270
1194,Dentists,Pays de la Loire,2022-02-01,267
1195,Dentists,Provence-Alpes-Côte d'Azur,2018-01-01,395
1196,Dentists,Provence-Alpes-Côte d'Azur,2018-02-01,411
1197,Dentists,Provence-Alpes-Côte d'Azur,2018-03-01,428
1198,Dentists,Provence-Alpes-Côte d'Azur,2018-04-01,461
1199,Dentists,Provence-Alpes-Côte d'Azur,2018-05-01,472
1200,Dentists,Provence-Alpes-Côte d'Azur,2018-06-01,478
1201,Dentists,Provence-Alpes-Côte d'Azur,2018-07-01,488
1202,Dentists,Provence-Alpes-Côte d'Azur,2018-08-01,501
1203,Dentists,Provence-Alpes-Côte d'Azur,2018-09-01,605
1204,Dentists,Provence-Alpes-Côte d'Azur,2018-10-01,698
1205,Dentists,Provence-Alpes-Côte d'Azur,2018-11-01,758
1206,Dentists,Provence-Alpes-Côte d'Azur,2018-12-01,806
1207,Dentists,Provence-Alpes-Côte d'Azur,2019-01-01,835
1208,Dentists,Provence-Alpes-Côte d'Azur,2019-02-01,863
1209,Dentists,Provence-Alpes-Côte d'Azur,2019-03-01,908
1210,Dentists,Provence-Alpes-Côte d'Azur,2019-04-01,941
1211,Dentists,Provence-Alpes-Côte d'Azur,2019-05-01,976
1212,Dentists,Provence-Alpes-Côte d'Azur,2019-06-01,1024
1213,Dentists,Provence-Alpes-Côte d'Azur,2019-07-01,1061
1214,Dentists,Provence-Alpes-Côte d'Azur,2019-08-01,1048
1215,Dentists,Provence-Alpes-Côte d'Azur,2019-09-01,1101
1216,Dentists,Provence-Alpes-Côte d'Azur,2019-10-01,1175
1217,Dentists,Provence-Alpes-Côte d'Azur,2019-11-01,1211
1218,Dentists,Provence-Alpes-Côte d'Azur,2019-12-01,1251
1219,Dentists,Provence-Alpes-Côte d'Azur,2020-01-01,1291
1220,Dentists,Provence-Alpes-Côte d'Azur,2020-02-01,1335
1221,Dentists,Provence-Alpes-Côte d'Azur,2020-03-01,1334
1222,Dentists,Provence-Alpes-Côte d'Azur,2020-04-01,1317
1223,Dentists,Provence-Alpes-Côte d'Azur,2020-05-01,1360
1224,Dentists,Provence-Alpes-Côte d'Azur,2020-06-01,1383
1225,Dentists,Provence-Alpes-Côte d'Azur,2020-07-01,1420
1226,Dentists,Provence-Alpes-Côte d'Azur,2020-08-01,1408
1227,Dentists,Provence-Alpes-Côte d'Azur,2020-09-01,1443
1228,Dentists,Provence-Alpes-Côte d'Azur,2020-10-01,1471
1229,Dentists,Provence-Alpes-Côte d'Azur,2020-11-01,1503
1230,Dentists,Provence-Alpes-Côte d'Azur,2020-12-01,1552
1231,Dentists,Provence-Alpes-Côte d'Azur,2021-01-01,1569
1232,Dentists,Provence-Alpes-Côte d'Azur,2021-02-01,1593
1233,Dentists,Provence-Alpes-Côte d'Azur,2021-03-01,1610
1234,Dentists,Provence-Alpes-Côte d'Azur,2021-04-01,1622
1235,Dentists,Provence-Alpes-Côte d'Azur,2021-05-01,1634
1236,Dentists,Provence-Alpes-Côte d'Azur,2021-06-01,1651
1237,Dentists,Provence-Alpes-Côte d'Azur,2021-07-01,1668
1238,Dentists,Provence-Alpes-Côte d'Azur,2021-08-01,1668
1239,Dentists,Provence-Alpes-Côte d'Azur,2021-09-01,1748
1240,Dentists,Provence-Alpes-Côte d'Azur,2021-10-01,1762
1241,Dentists,Provence-Alpes-Côte d'Azur,2021-11-01,1786
1242,Dentists,Provence-Alpes-Côte d'Azur,2021-12-01,1818
1243,Dentists,Provence-Alpes-Côte d'Azur,2022-01-01,1811
1244,Dentists,Provence-Alpes-Côte d'Azur,2022-02-01,1782
1245,Dentists,Île-de-France,2018-01-01,2102
1246,Dentists,Île-de-France,2018-02-01,2177
1247,Dentists,Île-de-France,2018-03-01,2257
1248,Dentists,Île-de-France,2018-04-01,2308
1249,Dentists,Île-de-France,2018-05-01,2416
1250,Dentists,Île-de-France,2018-06-01,2480
1251,Dentists,Île-de-France,2018-07-01,2567
1252,Dentists,Île-de-France,2018-08-01,2588
1253,Dentists,Île-de-France,2018-09-01,2836
1254,Dentists,Île-de-France,2018-10-01,3048
1255,Dentists,Île-de-France,2018-11-01,3177
1256,Dentists,Île-de-France,2018-12-01,3304
1257,Dentists,Île-de-France,2019-01-01,3371
1258,Dentists,Île-de-France,2019-02-01,3466
1259,Dentists,Île-de-France,2019-03-01,3588
1260,Dentists,Île-de-France,2019-04-01,3662
1261,Dentists,Île-de-France,2019-05-01,3747
1262,Dentists,Île-de-France,2019-06-01,3817
1263,Dentists,Île-de-France,2019-07-01,3946
1264,Dentists,Île-de-France,2019-08-01,3928
1265,Dentists,Île-de-France,2019-09-01,4097
1266,Dentists,Île-de-France,2019-10-01,4206
1267,Dentists,Île-de-France,2019-11-01,4291
1268,Dentists,Île-de-France,2019-12-01,4357
1269,Dentists,Île-de-France,2020-01-01,4430
1270,Dentists,Île-de-France,2020-02-01,4510
1271,Dentists,Île-de-France,2020-03-01,4500
1272,Dentists,Île-de-France,2020-04-01,4500
1273,Dentists,Île-de-France,2020-05-01,4561
1274,Dentists,Île-de-France,2020-06-01,4619
1275,Dentists,Île-de-France,2020-07-01,4634
1276,Dentists,Île-de-France,2020-08-01,4588
1277,Dentists,Île-de-France,2020-09-01,4677
1278,Dentists,Île-de-France,2020-10-01,4703
1279,Dentists,Île-de-France,2020-11-01,4784
1280,Dentists,Île-de-France,2020-12-01,4819
1281,Dentists,Île-de-France,2021-01-01,4831
1282,Dentists,Île-de-France,2021-02-01,4896
1283,Dentists,Île-de-France,2021-03-01,4911
1284,Dentists,Île-de-France,2021-04-01,4964
1285,Dentists,Île-de-France,2021-05-01,4984
1286,Dentists,Île-de-France,2021-06-01,5021
1287,Dentists,Île-de-France,2021-07-01,5002
1288,Dentists,Île-de-France,2021-08-01,5114
1289,Dentists,Île-de-France,2021-09-01,5335
1290,Dentists,Île-de-France,2021-10-01,5377
1291,Dentists,Île-de-France,2021-11-01,5404
1292,Dentists,Île-de-France,2021-12-01,5461
1293,Dentists,Île-de-France,2022-01-01,5455
1294,Dentists,Île-de-France,2022-02-01,5367
1295,GPs,Auvergne-Rhône-Alpes,2018-01-01,580
1296,GPs,Auvergne-Rhône-Alpes,2018-02-01,620
1297,GPs,Auvergne-Rhône-Alpes,2018-03-01,659
1298,GPs,Auvergne-Rhône-Alpes,2018-04-01,670
1299,GPs,Auvergne-Rhône-Alpes,2018-05-01,706
1300,GPs,Auvergne-Rhône-Alpes,2018-06-01,746
1301,GPs,Auvergne-Rhône-Alpes,2018-07-01,801
1302,GPs,Auvergne-Rhône-Alpes,2018-08-01,820
1303,GPs,Auvergne-Rhône-Alpes,2018-09-01,966
1304,GPs,Auvergne-Rhône-Alpes,2018-10-01,1165
1305,GPs,Auvergne-Rhône-Alpes,2018-11-01,1289
1306,GPs,Auvergne-Rhône-Alpes,2018-12-01,1372
1307,GPs,Auvergne-Rhône-Alpes,2019-01-01,1392
1308,GPs,Auvergne-Rhône-Alpes,2019-02-01,1432
1309,GPs,Auvergne-Rhône-Alpes,2019-03-01,1506
1310,GPs,Auvergne-Rhône-Alpes,2019-04-01,1540
1311,GPs,Auvergne-Rhône-Alpes,2019-05-01,1583
1312,GPs,Auvergne-Rhône-Alpes,2019-06-01,1635
1313,GPs,Auvergne-Rhône-Alpes,2019-07-01,1662
1314,GPs,Auvergne-Rhône-Alpes,2019-08-01,1681
1315,GPs,Auvergne-Rhône-Alpes,2019-09-01,1734
1316,GPs,Auvergne-Rhône-Alpes,2019-10-01,1764
1317,GPs,Auvergne-Rhône-Alpes,2019-11-01,1798
1318,GPs,Auvergne-Rhône-Alpes,2019-12-01,1852
1319,GPs,Auvergne-Rhône-Alpes,2020-01-01,1874
1320,GPs,Auvergne-Rhône-Alpes,2020-02-01,1896
1321,GPs,Auvergne-Rhône-Alpes,2020-03-01,1988
1322,GPs,Auvergne-Rhône-Alpes,2020-04-01,2052
1323,GPs,Auvergne-Rhône-Alpes,2020-05-01,2090
1324,GPs,Auvergne-Rhône-Alpes,2020-06-01,2119
1325,GPs,Auvergne-Rhône-Alpes,2020-07-01,2168
1326,GPs,Auvergne-Rhône-Alpes,2020-08-01,2164
1327,GPs,Auvergne-Rhône-Alpes,2020-09-01,2205
1328,GPs,Auvergne-Rhône-Alpes,2020-10-01,2226
1329,GPs,Auvergne-Rhône-Alpes,2020-11-01,2264
1330,GPs,Auvergne-Rhône-Alpes,2020-12-01,2306
1331,GPs,Auvergne-Rhône-Alpes,2021-01-01,2330
1332,GPs,Auvergne-Rhône-Alpes,2021-02-01,2345
1333,GPs,Auvergne-Rhône-Alpes,2021-03-01,2391
1334,GPs,Auvergne-Rhône-Alpes,2021-04-01,2432
1335,GPs,Auvergne-Rhône-Alpes,2021-05-01,2446
1336,GPs,Auvergne-Rhône-Alpes,2021-06-01,2473
1337,GPs,Auvergne-Rhône-Alpes,2021-07-01,2502
1338,GPs,Auvergne-Rhône-Alpes,2021-08-01,2541
1339,GPs,Auvergne-Rhône-Alpes,2021-09-01,2710
1340,GPs,Auvergne-Rhône-Alpes,2021-10-01,2692
1341,GPs,Auvergne-Rhône-Alpes,2021-11-01,2711
1342,GPs,Auvergne-Rhône-Alpes,2021-12-01,2771
1343,GPs,Auvergne-Rhône-Alpes,2022-01-01,2772
1344,GPs,Auvergne-Rhône-Alpes,2022-02-01,2752
1345,GPs,Bourgogne-Franche-Comté,2018-01-01,83
1346,GPs,Bourgogne-Franche-Comté,2018-02-01,85
1347,GPs,Bourgogne-Franche-Comté,2018-03-01,88
1348,GPs,Bourgogne-Franche-Comté,2018-04-01,92
1349,GPs,Bourgogne-Franche-Comté,2018-05-01,101
1350,GPs,Bourgogne-Franche-Comté,2018-06-01,122
1351,GPs,Bourgogne-Franche-Comté,2018-07-01,134
1352,GPs,Bourgogne-Franche-Comté,2018-08-01,135
1353,GPs,Bourgogne-Franche-Comté,2018-09-01,156
1354,GPs,Bourgogne-Franche-Comté,2018-10-01,189
1355,GPs,Bourgogne-Franche-Comté,2018-11-01,218
1356,GPs,Bourgogne-Franche-Comté,2018-12-01,236
1357,GPs,Bourgogne-Franche-Comté,2019-01-01,238
1358,GPs,Bourgogne-Franche-Comté,2019-02-01,240
1359,GPs,Bourgogne-Franche-Comté,2019-03-01,252
1360,GPs,Bourgogne-Franche-Comté,2019-04-01,260
1361,GPs,Bourgogne-Franche-Comté,2019-05-01,273
1362,GPs,Bourgogne-Franche-Comté,2019-06-01,286
1363,GPs,Bourgogne-Franche-Comté,2019-07-01,290
1364,GPs,Bourgogne-Franche-Comté,2019-08-01,288
1365,GPs,Bourgogne-Franche-Comté,2019-09-01,304
1366,GPs,Bourgogne-Franche-Comté,2019-10-01,318
1367,GPs,Bourgogne-Franche-Comté,2019-11-01,332
1368,GPs,Bourgogne-Franche-Comté,2019-12-01,339
1369,GPs,Bourgogne-Franche-Comté,2020-01-01,353
1370,GPs,Bourgogne-Franche-Comté,2020-02-01,398
1371,GPs,Bourgogne-Franche-Comté,2020-03-01,429
1372,GPs,Bourgogne-Franche-Comté,2020-04-01,440
1373,GPs,Bourgogne-Franche-Comté,2020-05-01,448
1374,GPs,Bourgogne-Franche-Comté,2020-06-01,458
1375,GPs,Bourgogne-Franche-Comté,2020-07-01,466
1376,GPs,Bourgogne-Franche-Comté,2020-08-01,469
1377,GPs,Bourgogne-Franche-Comté,2020-09-01,480
1378,GPs,Bourgogne-Franche-Comté,2020-10-01,501
1379,GPs,Bourgogne-Franche-Comté,2020-11-01,508
1380,GPs,Bourgogne-Franche-Comté,2020-12-01,517
1381,GPs,Bourgogne-Franche-Comté,2021-01-01,523
1382,GPs,Bourgogne-Franche-Comté,2021-02-01,537
1383,GPs,Bourgogne-Franche-Comté,2021-03-01,544
1384,GPs,Bourgogne-Franche-Comté,2021-04-01,547
1385,GPs,Bourgogne-Franche-Comté,2021-05-01,560
1386,GPs,Bourgogne-Franche-Comté,2021-06-01,571
1387,GPs,Bourgogne-Franche-Comté,2021-07-01,580
1388,GPs,Bourgogne-Franche-Comté,2021-08-01,590
1389,GPs,Bourgogne-Franche-Comté,2021-09-01,611
1390,GPs,Bourgogne-Franche-Comté,2021-10-01,619
1391,GPs,Bourgogne-Franche-Comté,2021-11-01,624
1392,GPs,Bourgogne-Franche-Comté,2021-12-01,637
1393,GPs,Bourgogne-Franche-Comté,2022-01-01,635
1394,GPs,Bourgogne-Franche-Comté,2022-02-01,632
1395,GPs,Bretagne,2018-01-01,248
1396,GPs,Bretagne,2018-02-01,270
1397,GPs,Bretagne,2018-03-01,276
1398,GPs,Bretagne,2018-04-01,294
1399,GPs,Bretagne,2018-05-01,311
1400,GPs,Bretagne,2018-06-01,335
1401,GPs,Bretagne,2018-07-01,335
1402,GPs,Bretagne,2018-08-01,341
1403,GPs,Bretagne,2018-09-01,395
1404,GPs,Bretagne,2018-10-01,441
1405,GPs,Bretagne,2018-11-01,476
1406,GPs,Bretagne,2018-12-01,509
1407,GPs,Bretagne,2019-01-01,523
1408,GPs,Bretagne,2019-02-01,539
1409,GPs,Bretagne,2019-03-01,555
1410,GPs,Bretagne,2019-04-01,574
1411,GPs,Bretagne,2019-05-01,600
1412,GPs,Bretagne,2019-06-01,625
1413,GPs,Bretagne,2019-07-01,638
1414,GPs,Bretagne,2019-08-01,639
1415,GPs,Bretagne,2019-09-01,663
1416,GPs,Bretagne,2019-10-01,674
1417,GPs,Bretagne,2019-11-01,691
1418,GPs,Bretagne,2019-12-01,711
1419,GPs,Bretagne,2020-01-01,714
1420,GPs,Bretagne,2020-02-01,733
1421,GPs,Bretagne,2020-03-01,788
1422,GPs,Bretagne,2020-04-01,806
1423,GPs,Bretagne,2020-05-01,804
1424,GPs,Bretagne,2020-06-01,798
1425,GPs,Bretagne,2020-07-01,800
1426,GPs,Bretagne,2020-08-01,805
1427,GPs,Bretagne,2020-09-01,826
1428,GPs,Bretagne,2020-10-01,844
1429,GPs,Bretagne,2020-11-01,854
1430,GPs,Bretagne,2020-12-01,869
1431,GPs,Bretagne,2021-01-01,865
1432,GPs,Bretagne,2021-02-01,891
1433,GPs,Bretagne,2021-03-01,903
1434,GPs,Bretagne,2021-04-01,902
1435,GPs,Bretagne,2021-05-01,909
1436,GPs,Bretagne,2021-06-01,930
1437,GPs,Bretagne,2021-07-01,933
1438,GPs,Bretagne,2021-08-01,941
1439,GPs,Bretagne,2021-09-01,995
1440,GPs,Bretagne,2021-10-01,998
1441,GPs,Bretagne,2021-11-01,1007
1442,GPs,Bretagne,2021-12-01,1032
1443,GPs,Bretagne,2022-01-01,1034
1444,GPs,Bretagne,2022-02-01,1028
1445,GPs,Centre-Val de Loire,2018-01-01,122
1446,GPs,Centre-Val de Loire,2018-02-01,134
1447,GPs,Centre-Val de Loire,2018-03-01,138
1448,GPs,Centre-Val de Loire,2018-04-01,140
1449,GPs,Centre-Val de Loire,2018-05-01,143
1450,GPs,Centre-Val de Loire,2018-06-01,152
1451,GPs,Centre-Val de Loire,2018-07-01,153
1452,GPs,Centre-Val de Loire,2018-08-01,158
1453,GPs,Centre-Val de Loire,2018-09-01,162
1454,GPs,Centre-Val de Loire,2018-10-01,181
1455,GPs,Centre-Val de Loire,2018-11-01,213
1456,GPs,Centre-Val de Loire,2018-12-01,230
1457,GPs,Centre-Val de Loire,2019-01-01,234
1458,GPs,Centre-Val de Loire,2019-02-01,235
1459,GPs,Centre-Val de Loire,2019-03-01,251
1460,GPs,Centre-Val de Loire,2019-04-01,258
1461,GPs,Centre-Val de Loire,2019-05-01,260
1462,GPs,Centre-Val de Loire,2019-06-01,273
1463,GPs,Centre-Val de Loire,2019-07-01,284
1464,GPs,Centre-Val de Loire,2019-08-01,284
1465,GPs,Centre-Val de Loire,2019-09-01,289
1466,GPs,Centre-Val de Loire,2019-10-01,296
1467,GPs,Centre-Val de Loire,2019-11-01,301
1468,GPs,Centre-Val de Loire,2019-12-01,311
1469,GPs,Centre-Val de Loire,2020-01-01,324
1470,GPs,Centre-Val de Loire,2020-02-01,335
1471,GPs,Centre-Val de Loire,2020-03-01,381
1472,GPs,Centre-Val de Loire,2020-04-01,388
1473,GPs,Centre-Val de Loire,2020-05-01,412
1474,GPs,Centre-Val de Loire,2020-06-01,413
1475,GPs,Centre-Val de Loire,2020-07-01,414
1476,GPs,Centre-Val de Loire,2020-08-01,411
1477,GPs,Centre-Val de Loire,2020-09-01,411
1478,GPs,Centre-Val de Loire,2020-10-01,425
1479,GPs,Centre-Val de Loire,2020-11-01,432
1480,GPs,Centre-Val de Loire,2020-12-01,440
1481,GPs,Centre-Val de Loire,2021-01-01,442
1482,GPs,Centre-Val de Loire,2021-02-01,442
1483,GPs,Centre-Val de Loire,2021-03-01,455
1484,GPs,Centre-Val de Loire,2021-04-01,459
1485,GPs,Centre-Val de Loire,2021-05-01,463
1486,GPs,Centre-Val de Loire,2021-06-01,469
1487,GPs,Centre-Val de Loire,2021-07-01,464
1488,GPs,Centre-Val de Loire,2021-08-01,477
1489,GPs,Centre-Val de Loire,2021-09-01,494
1490,GPs,Centre-Val de Loire,2021-10-01,500
1491,GPs,Centre-Val de Loire,2021-11-01,514
1492,GPs,Centre-Val de Loire,2021-12-01,521
1493,GPs,Centre-Val de Loire,2022-01-01,518
1494,GPs,Centre-Val de Loire,2022-02-01,513
1495,GPs,Corse,2018-01-01,24
1496,GPs,Corse,2018-02-01,24
1497,GPs,Corse,2018-03-01,25
1498,GPs,Corse,2018-04-01,25
1499,GPs,Corse,2018-05-01,25
1500,GPs,Corse,2018-06-01,25
1501,GPs,Corse,2018-07-01,27
1502,GPs,Corse,2018-08-01,27
1503,GPs,Corse,2018-09-01,27
1504,GPs,Corse,2018-10-01,29
1505,GPs,Corse,2018-11-01,29
1506,GPs,Corse,2018-12-01,31
1507,GPs,Corse,2019-01-01,29
1508,GPs,Corse,2019-02-01,32
1509,GPs,Corse,2019-03-01,32
1510,GPs,Corse,2019-04-01,32
1511,GPs,Corse,2019-05-01,33
1512,GPs,Corse,2019-06-01,34
1513,GPs,Corse,2019-07-01,36
1514,GPs,Corse,2019-08-01,31
1515,GPs,Corse,2019-09-01,32
1516,GPs,Corse,2019-10-01,32
1517,GPs,Corse,2019-11-01,32
1518,GPs,Corse,2019-12-01,32
1519,GPs,Corse,2020-01-01,32
1520,GPs,Corse,2020-02-01,33
1521,GPs,Corse,2020-03-01,41
1522,GPs,Corse,2020-04-01,46
1523,GPs,Corse,2020-05-01,50
1524,GPs,Corse,2020-06-01,51
1525,GPs,Corse,2020-07-01,50
1526,GPs,Corse,2020-08-01,49
1527,GPs,Corse,2020-09-01,46
1528,GPs,Corse,2020-10-01,47
1529,GPs,Corse,2020-11-01,47
1530,GPs,Corse,2020-12-01,48
1531,GPs,Corse,2021-01-01,46
1532,GPs,Corse,2021-02-01,46
1533,GPs,Corse,2021-03-01,46
1534,GPs,Corse,2021-04-01,46
1535,GPs,Corse,2021-05-01,46
1536,GPs,Corse,2021-06-01,47
1537,GPs,Corse,2021-07-01,47
1538,GPs,Corse,2021-08-01,47
1539,GPs,Corse,2021-09-01,46
1540,GPs,Corse,2021-10-01,47
1541,GPs,Corse,2021-11-01,51
1542,GPs,Corse,2021-12-01,53
1543,GPs,Corse,2022-01-01,52
1544,GPs,Corse,2022-02-01,52
1545,GPs,DOM-TOM,2018-01-01,3
1546,GPs,DOM-TOM,2018-02-01,3
1547,GPs,DOM-TOM,2018-03-01,4
1548,GPs,DOM-TOM,2018-04-01,2
1549,GPs,DOM-TOM,2018-05-01,3
1550,GPs,DOM-TOM,2018-06-01,5
1551,GPs,DOM-TOM,2018-07-01,7
1552,GPs,DOM-TOM,2018-08-01,7
1553,GPs,DOM-TOM,2018-09-01,7
1554,GPs,DOM-TOM,2018-10-01,8
1555,GPs,DOM-TOM,2018-11-01,6
1556,GPs,DOM-TOM,2018-12-01,6
1557,GPs,DOM-TOM,2019-01-01,6
1558,GPs,DOM-TOM,2019-02-01,6
1559,GPs,DOM-TOM,2019-03-01,10
1560,GPs,DOM-TOM,2019-04-01,12
1561,GPs,DOM-TOM,2019-05-01,14
1562,GPs,DOM-TOM,2019-06-01,15
1563,GPs,DOM-TOM,2019-07-01,15
1564,GPs,DOM-TOM,2019-08-01,15
1565,GPs,DOM-TOM,2019-09-01,15
1566,GPs,DOM-TOM,2019-10-01,15
1567,GPs,DOM-TOM,2019-11-01,15
1568,GPs,DOM-TOM,2019-12-01,15
1569,GPs,DOM-TOM,2020-01-01,15
1570,GPs,DOM-TOM,2020-02-01,15
1571,GPs,DOM-TOM,2020-03-01,16
1572,GPs,DOM-TOM,2020-04-01,17
1573,GPs,DOM-TOM,2020-05-01,17
1574,GPs,DOM-TOM,2020-06-01,16
1575,GPs,DOM-TOM,2020-07-01,16
1576,GPs,DOM-TOM,2020-08-01,14
1577,GPs,DOM-TOM,2020-09-01,15
1578,GPs,DOM-TOM,2020-10-01,20
1579,GPs,DOM-TOM,2020-11-01,19
1580,GPs,DOM-TOM,2020-12-01,19
1581,GPs,DOM-TOM,2021-01-01,21
1582,GPs,DOM-TOM,2021-02-01,22
1583,GPs,DOM-TOM,2021-03-01,22
1584,GPs,DOM-TOM,2021-04-01,25
1585,GPs,DOM-TOM,2021-05-01,31
1586,GPs,DOM-TOM,2021-06-01,31
1587,GPs,DOM-TOM,2021-07-01,32
1588,GPs,DOM-TOM,2021-08-01,33
1589,GPs,DOM-TOM,2021-09-01,39
1590,GPs,DOM-TOM,2021-10-01,40
1591,GPs,DOM-TOM,2021-11-01,40
1592,GPs,DOM-TOM,2021-12-01,41
1593,GPs,DOM-TOM,2022-01-01,41
1594,GPs,DOM-TOM,2022-02-01,41
1595,GPs,Grand Est,2018-01-01,335
1596,GPs,Grand Est,2018-02-01,363
1597,GPs,Grand Est,2018-03-01,381
1598,GPs,Grand Est,2018-04-01,396
1599,GPs,Grand Est,2018-05-01,408
1600,GPs,Grand Est,2018-06-01,427
1601,GPs,Grand Est,2018-07-01,445
1602,GPs,Grand Est,2018-08-01,458
1603,GPs,Grand Est,2018-09-01,524
1604,GPs,Grand Est,2018-10-01,580
1605,GPs,Grand Est,2018-11-01,616
1606,GPs,Grand Est,2018-12-01,648
1607,GPs,Grand Est,2019-01-01,675
1608,GPs,Grand Est,2019-02-01,708
1609,GPs,Grand Est,2019-03-01,752
1610,GPs,Grand Est,2019-04-01,764
1611,GPs,Grand Est,2019-05-01,786
1612,GPs,Grand Est,2019-06-01,801
1613,GPs,Grand Est,2019-07-01,822
1614,GPs,Grand Est,2019-08-01,833
1615,GPs,Grand Est,2019-09-01,871
1616,GPs,Grand Est,2019-10-01,913
1617,GPs,Grand Est,2019-11-01,940
1618,GPs,Grand Est,2019-12-01,964
1619,GPs,Grand Est,2020-01-01,983
1620,GPs,Grand Est,2020-02-01,998
1621,GPs,Grand Est,2020-03-01,1156
1622,GPs,Grand Est,2020-04-01,1202
1623,GPs,Grand Est,2020-05-01,1216
1624,GPs,Grand Est,2020-06-01,1247
1625,GPs,Grand Est,2020-07-01,1259
1626,GPs,Grand Est,2020-08-01,1260
1627,GPs,Grand Est,2020-09-01,1292
1628,GPs,Grand Est,2020-10-01,1319
1629,GPs,Grand Est,2020-11-01,1347
1630,GPs,Grand Est,2020-12-01,1381
1631,GPs,Grand Est,2021-01-01,1391
1632,GPs,Grand Est,2021-02-01,1438
1633,GPs,Grand Est,2021-03-01,1456
1634,GPs,Grand Est,2021-04-01,1468
1635,GPs,Grand Est,2021-05-01,1478
1636,GPs,Grand Est,2021-06-01,1493
1637,GPs,Grand Est,2021-07-01,1517
1638,GPs,Grand Est,2021-08-01,1528
1639,GPs,Grand Est,2021-09-01,1614
1640,GPs,Grand Est,2021-10-01,1615
1641,GPs,Grand Est,2021-11-01,1624
1642,GPs,Grand Est,2021-12-01,1652
1643,GPs,Grand Est,2022-01-01,1660
1644,GPs,Grand Est,2022-02-01,1657
1645,GPs,Hauts-de-France,2018-01-01,341
1646,GPs,Hauts-de-France,2018-02-01,355
1647,GPs,Hauts-de-France,2018-03-01,381
1648,GPs,Hauts-de-France,2018-04-01,413
1649,GPs,Hauts-de-France,2018-05-01,433
1650,GPs,Hauts-de-France,2018-06-01,460
1651,GPs,Hauts-de-France,2018-07-01,480
1652,GPs,Hauts-de-France,2018-08-01,488
1653,GPs,Hauts-de-France,2018-09-01,616
1654,GPs,Hauts-de-France,2018-10-01,692
1655,GPs,Hauts-de-France,2018-11-01,790
1656,GPs,Hauts-de-France,2018-12-01,855
1657,GPs,Hauts-de-France,2019-01-01,877
1658,GPs,Hauts-de-France,2019-02-01,924
1659,GPs,Hauts-de-France,2019-03-01,1003
1660,GPs,Hauts-de-France,2019-04-01,1018
1661,GPs,Hauts-de-France,2019-05-01,1035
1662,GPs,Hauts-de-France,2019-06-01,1067
1663,GPs,Hauts-de-France,2019-07-01,1123
1664,GPs,Hauts-de-France,2019-08-01,1127
1665,GPs,Hauts-de-France,2019-09-01,1172
1666,GPs,Hauts-de-France,2019-10-01,1201
1667,GPs,Hauts-de-France,2019-11-01,1242
1668,GPs,Hauts-de-France,2019-12-01,1281
1669,GPs,Hauts-de-France,2020-01-01,1325
1670,GPs,Hauts-de-France,2020-02-01,1357
1671,GPs,Hauts-de-France,2020-03-01,1463
1672,GPs,Hauts-de-France,2020-04-01,1513
1673,GPs,Hauts-de-France,2020-05-01,1535
1674,GPs,Hauts-de-France,2020-06-01,1566
1675,GPs,Hauts-de-France,2020-07-01,1597
1676,GPs,Hauts-de-France,2020-08-01,1594
1677,GPs,Hauts-de-France,2020-09-01,1654
1678,GPs,Hauts-de-France,2020-10-01,1692
1679,GPs,Hauts-de-France,2020-11-01,1734
1680,GPs,Hauts-de-France,2020-12-01,1778
1681,GPs,Hauts-de-France,2021-01-01,1780
1682,GPs,Hauts-de-France,2021-02-01,1808
1683,GPs,Hauts-de-France,2021-03-01,1844
1684,GPs,Hauts-de-France,2021-04-01,1850
1685,GPs,Hauts-de-France,2021-05-01,1872
1686,GPs,Hauts-de-France,2021-06-01,1890
1687,GPs,Hauts-de-France,2021-07-01,1900
1688,GPs,Hauts-de-France,2021-08-01,1905
1689,GPs,Hauts-de-France,2021-09-01,1951
1690,GPs,Hauts-de-France,2021-10-01,1997
1691,GPs,Hauts-de-France,2021-11-01,2015
1692,GPs,Hauts-de-France,2021-12-01,2049
1693,GPs,Hauts-de-France,2022-01-01,2067
1694,GPs,Hauts-de-France,2022-02-01,2060
1695,GPs,Normandie,2018-01-01,167
1696,GPs,Normandie,2018-02-01,170
1697,GPs,Normandie,2018-03-01,173
1698,GPs,Normandie,2018-04-01,181
1699,GPs,Normandie,2018-05-01,184
1700,GPs,Normandie,2018-06-01,195
1701,GPs,Normandie,2018-07-01,197
1702,GPs,Normandie,2018-08-01,204
1703,GPs,Normandie,2018-09-01,218
1704,GPs,Normandie,2018-10-01,263
1705,GPs,Normandie,2018-11-01,304
1706,GPs,Normandie,2018-12-01,328
1707,GPs,Normandie,2019-01-01,337
1708,GPs,Normandie,2019-02-01,344
1709,GPs,Normandie,2019-03-01,370
