,specialty_group,practice_region,month,groupsize
0,Anesthetists,Auvergne-Rhône-Alpes,2018-01-01,34
1,Anesthetists,Auvergne-Rhône-Alpes,2018-02-01,34
2,Anesthetists,Auvergne-Rhône-Alpes,2018-03-01,34
3,Anesthetists,Auvergne-Rhône-Alpes,2018-04-01,34
4,Anesthetists,Auvergne-Rhône-Alpes,2018-05-01,34
5,Anesthetists,Auvergne-Rhône-Alpes,2018-06-01,34
6,Anesthetists,Auvergne-Rhône-Alpes,2018-07-01,34
7,Anesthetists,Auvergne-Rhône-Alpes,2018-08-01,34
8,Anesthetists,Auvergne-Rhône-Alpes,2018-09-01,26
9,Anesthetists,Auvergne-Rhône-Alpes,2018-10-01,36
10,Anesthetists,Auvergne-Rhône-Alpes,2018-11-01,43
11,Anesthetists,Auvergne-Rhône-Alpes,2018-12-01,44
12,Anesthetists,Auvergne-Rhône-Alpes,2019-01-01,42
13,Anesthetists,Auvergne-Rhône-Alpes,2019-02-01,42
14,Anesthetists,Auvergne-Rhône-Alpes,2019-03-01,42
15,Anesthetists,Auvergne-Rhône-Alpes,2019-04-01,42
16,Anesthetists,Auvergne-Rhône-Alpes,2019-05-01,42
17,Anesthetists,Auvergne-Rhône-Alpes,2019-06-01,42
18,Anesthetists,Auvergne-Rhône-Alpes,2019-07-01,42
19,Anesthetists,Auvergne-Rhône-Alpes,2019-08-01,42
20,Anesthetists,Auvergne-Rhône-Alpes,2019-09-01,42
21,Anesthetists,Auvergne-Rhône-Alpes,2019-10-01,26
22,Anesthetists,Auvergne-Rhône-Alpes,2019-11-01,26
23,Anesthetists,Auvergne-Rhône-Alpes,2019-12-01,26
24,Anesthetists,Auvergne-Rhône-Alpes,2020-01-01,26
25,Anesthetists,Auvergne-Rhône-Alpes,2020-02-01,26
26,Anesthetists,Auvergne-Rhône-Alpes,2020-03-01,26
27,Anesthetists,Auvergne-Rhône-Alpes,2020-04-01,26
28,Anesthetists,Auvergne-Rhône-Alpes,2020-05-01,26
29,Anesthetists,Auvergne-Rhône-Alpes,2020-06-01,26
30,Anesthetists,Auvergne-Rhône-Alpes,2020-07-01,27
31,Anesthetists,Auvergne-Rhône-Alpes,2020-08-01,27
32,Anesthetists,Auvergne-Rhône-Alpes,2020-09-01,27
33,Anesthetists,Auvergne-Rhône-Alpes,2020-10-01,27
34,Anesthetists,Auvergne-Rhône-Alpes,2020-11-01,28
35,Anesthetists,Auvergne-Rhône-Alpes,2020-12-01,30
36,Anesthetists,Auvergne-Rhône-Alpes,2021-01-01,30
37,Anesthetists,Auvergne-Rhône-Alpes,2021-02-01,30
38,Anesthetists,Auvergne-Rhône-Alpes,2021-03-01,30
39,Anesthetists,Auvergne-Rhône-Alpes,2021-04-01,30
40,Anesthetists,Auvergne-Rhône-Alpes,2021-05-01,30
41,Anesthetists,Auvergne-Rhône-Alpes,2021-06-01,30
42,Anesthetists,Auvergne-Rhône-Alpes,2021-07-01,30
43,Anesthetists,Auvergne-Rhône-Alpes,2021-08-01,30
44,Anesthetists,Auvergne-Rhône-Alpes,2021-09-01,44
45,Anesthetists,Auvergne-Rhône-Alpes,2021-10-01,43
46,Anesthetists,Auvergne-Rhône-Alpes,2021-11-01,43
47,Anesthetists,Auvergne-Rhône-Alpes,2021-12-01,43
48,Anesthetists,Auvergne-Rhône-Alpes,2022-01-01,47
49,Anesthetists,Auvergne-Rhône-Alpes,2022-02-01,47
50,Anesthetists,Bourgogne-Franche-Comté,2018-01-01,2
51,Anesthetists,Bourgogne-Franche-Comté,2018-02-01,2
52,Anesthetists,Bourgogne-Franche-Comté,2018-03-01,2
53,Anesthetists,Bourgogne-Franche-Comté,2018-04-01,2
54,Anesthetists,Bourgogne-Franche-Comté,2018-05-01,2
55,Anesthetists,Bourgogne-Franche-Comté,2018-06-01,2
56,Anesthetists,Bourgogne-Franche-Comté,2018-07-01,2
57,Anesthetists,Bourgogne-Franche-Comté,2018-08-01,2
58,Anesthetists,Bourgogne-Franche-Comté,2018-09-01,2
59,Anesthetists,Bourgogne-Franche-Comté,2018-10-01,2
60,Anesthetists,Bourgogne-Franche-Comté,2018-11-01,2
61,Anesthetists,Bourgogne-Franche-Comté,2018-12-01,2
62,Anesthetists,Bourgogne-Franche-Comté,2019-01-01,2
63,Anesthetists,Bourgogne-Franche-Comté,2019-02-01,2
64,Anesthetists,Bourgogne-Franche-Comté,2019-03-01,2
65,Anesthetists,Bourgogne-Franche-Comté,2019-04-01,2
66,Anesthetists,Bourgogne-Franche-Comté,2019-05-01,2
67,Anesthetists,Bourgogne-Franche-Comté,2019-06-01,2
68,Anesthetists,Bourgogne-Franche-Comté,2019-07-01,2
69,Anesthetists,Bourgogne-Franche-Comté,2019-08-01,2
70,Anesthetists,Bourgogne-Franche-Comté,2019-09-01,2
71,Anesthetists,Bourgogne-Franche-Comté,2019-10-01,2
72,Anesthetists,Bourgogne-Franche-Comté,2019-11-01,2
73,Anesthetists,Bourgogne-Franche-Comté,2019-12-01,2
74,Anesthetists,Bourgogne-Franche-Comté,2020-01-01,2
75,Anesthetists,Bourgogne-Franche-Comté,2020-02-01,2
76,Anesthetists,Bourgogne-Franche-Comté,2020-03-01,2
77,Anesthetists,Bourgogne-Franche-Comté,2020-04-01,2
78,Anesthetists,Bourgogne-Franche-Comté,2020-05-01,2
79,Anesthetists,Bourgogne-Franche-Comté,2020-06-01,2
80,Anesthetists,Bourgogne-Franche-Comté,2020-07-01,2
81,Anesthetists,Bourgogne-Franche-Comté,2020-08-01,2
82,Anesthetists,Bourgogne-Franche-Comté,2020-09-01,2
83,Anesthetists,Bourgogne-Franche-Comté,2020-10-01,2
84,Anesthetists,Bourgogne-Franche-Comté,2020-11-01,2
85,Anesthetists,Bourgogne-Franche-Comté,2020-12-01,2
86,Anesthetists,Bourgogne-Franche-Comté,2021-01-01,2
87,Anesthetists,Bourgogne-Franche-Comté,2021-02-01,2
88,Anesthetists,Bourgogne-Franche-Comté,2021-03-01,2
89,Anesthetists,Bourgogne-Franche-Comté,2021-04-01,2
90,Anesthetists,Bourgogne-Franche-Comté,2021-05-01,2
91,Anesthetists,Bourgogne-Franche-Comté,2021-06-01,2
92,Anesthetists,Bourgogne-Franche-Comté,2021-07-01,2
93,Anesthetists,Bourgogne-Franche-Comté,2021-08-01,2
94,Anesthetists,Bourgogne-Franche-Comté,2021-09-01,4
95,Anesthetists,Bourgogne-Franche-Comté,2021-10-01,5
96,Anesthetists,Bourgogne-Franche-Comté,2021-11-01,5
97,Anesthetists,Bourgogne-Franche-Comté,2021-12-01,5
98,Anesthetists,Bourgogne-Franche-Comté,2022-01-01,10
99,Anesthetists,Bourgogne-Franche-Comté,2022-02-01,10
100,Anesthetists,Bretagne,2020-04-01,11
101,Anesthetists,Bretagne,2020-05-01,11
102,Anesthetists,Bretagne,2020-06-01,11
103,Anesthetists,Bretagne,2020-07-01,11
104,Anesthetists,Bretagne,2020-08-01,11
105,Anesthetists,Bretagne,2020-09-01,50
106,Anesthetists,Bretagne,2020-10-01,50
107,Anesthetists,Bretagne,2020-11-01,50
108,Anesthetists,Bretagne,2020-12-01,50
109,Anesthetists,Bretagne,2021-01-01,50
110,Anesthetists,Bretagne,2021-02-01,50
111,Anesthetists,Bretagne,2021-03-01,50
112,Anesthetists,Bretagne,2021-04-01,50
113,Anesthetists,Bretagne,2021-05-01,50
114,Anesthetists,Bretagne,2021-06-01,50
115,Anesthetists,Bretagne,2021-07-01,50
116,Anesthetists,Bretagne,2021-08-01,50
117,Anesthetists,Bretagne,2021-09-01,50
118,Anesthetists,Bretagne,2021-10-01,50
119,Anesthetists,Bretagne,2021-11-01,50
120,Anesthetists,Bretagne,2021-12-01,50
121,Anesthetists,Bretagne,2022-01-01,50
122,Anesthetists,Bretagne,2022-02-01,50
123,Anesthetists,Centre-Val de Loire,2018-01-01,8
124,Anesthetists,Centre-Val de Loire,2018-02-01,8
125,Anesthetists,Centre-Val de Loire,2018-03-01,8
126,Anesthetists,Centre-Val de Loire,2018-04-01,8
127,Anesthetists,Centre-Val de Loire,2018-05-01,8
128,Anesthetists,Centre-Val de Loire,2018-06-01,8
129,Anesthetists,Centre-Val de Loire,2018-07-01,8
130,Anesthetists,Centre-Val de Loire,2018-08-01,8
131,Anesthetists,Centre-Val de Loire,2018-09-01,8
132,Anesthetists,Centre-Val de Loire,2018-10-01,8
133,Anesthetists,Centre-Val de Loire,2018-11-01,8
134,Anesthetists,Centre-Val de Loire,2018-12-01,8
135,Anesthetists,Centre-Val de Loire,2019-01-01,8
136,Anesthetists,Centre-Val de Loire,2019-02-01,8
137,Anesthetists,Centre-Val de Loire,2019-03-01,8
138,Anesthetists,Centre-Val de Loire,2019-04-01,8
139,Anesthetists,Centre-Val de Loire,2019-05-01,8
140,Anesthetists,Centre-Val de Loire,2019-06-01,8
141,Anesthetists,Centre-Val de Loire,2019-07-01,8
142,Anesthetists,Centre-Val de Loire,2019-08-01,8
143,Anesthetists,Centre-Val de Loire,2019-09-01,8
144,Anesthetists,Centre-Val de Loire,2019-10-01,8
145,Anesthetists,Centre-Val de Loire,2019-11-01,8
146,Anesthetists,Centre-Val de Loire,2019-12-01,8
147,Anesthetists,Centre-Val de Loire,2020-01-01,8
148,Anesthetists,Centre-Val de Loire,2020-02-01,8
149,Anesthetists,Centre-Val de Loire,2020-03-01,8
150,Anesthetists,Centre-Val de Loire,2020-04-01,8
151,Anesthetists,Centre-Val de Loire,2020-05-01,6
152,Anesthetists,Centre-Val de Loire,2020-06-01,6
153,Anesthetists,Centre-Val de Loire,2020-07-01,6
154,Anesthetists,Centre-Val de Loire,2020-08-01,6
155,Anesthetists,Centre-Val de Loire,2020-09-01,6
156,Anesthetists,Centre-Val de Loire,2020-10-01,6
157,Anesthetists,Centre-Val de Loire,2020-11-01,7
158,Anesthetists,Centre-Val de Loire,2020-12-01,6
159,Anesthetists,Centre-Val de Loire,2021-01-01,6
160,Anesthetists,Centre-Val de Loire,2021-02-01,6
161,Anesthetists,Centre-Val de Loire,2021-03-01,6
162,Anesthetists,Centre-Val de Loire,2021-04-01,6
163,Anesthetists,Centre-Val de Loire,2021-05-01,6
164,Anesthetists,Centre-Val de Loire,2021-06-01,6
165,Anesthetists,Centre-Val de Loire,2021-07-01,6
166,Anesthetists,Centre-Val de Loire,2021-08-01,6
167,Anesthetists,Centre-Val de Loire,2021-09-01,6
168,Anesthetists,Centre-Val de Loire,2021-10-01,6
169,Anesthetists,Centre-Val de Loire,2021-11-01,6
170,Anesthetists,Centre-Val de Loire,2021-12-01,6
171,Anesthetists,Centre-Val de Loire,2022-01-01,6
172,Anesthetists,Centre-Val de Loire,2022-02-01,6
173,Anesthetists,Corse,2020-05-01,1
174,Anesthetists,Corse,2020-06-01,1
175,Anesthetists,Corse,2020-07-01,1
176,Anesthetists,Corse,2020-08-01,1
177,Anesthetists,Corse,2020-09-01,1
178,Anesthetists,Corse,2020-10-01,1
179,Anesthetists,Corse,2020-11-01,3
180,Anesthetists,Corse,2020-12-01,3
181,Anesthetists,Corse,2021-01-01,3
182,Anesthetists,Corse,2021-02-01,3
183,Anesthetists,Corse,2021-03-01,3
184,Anesthetists,Corse,2021-04-01,3
185,Anesthetists,Corse,2021-05-01,3
186,Anesthetists,Corse,2021-06-01,3
187,Anesthetists,Corse,2021-07-01,3
188,Anesthetists,Corse,2021-08-01,3
189,Anesthetists,Corse,2021-09-01,5
190,Anesthetists,Corse,2021-10-01,5
191,Anesthetists,Corse,2021-11-01,5
192,Anesthetists,Corse,2021-12-01,3
193,Anesthetists,Corse,2022-01-01,3
194,Anesthetists,Corse,2022-02-01,3
195,Anesthetists,Grand Est,2018-01-01,1
196,Anesthetists,Grand Est,2018-02-01,3
197,Anesthetists,Grand Est,2018-03-01,3
198,Anesthetists,Grand Est,2018-04-01,3
199,Anesthetists,Grand Est,2018-05-01,3
200,Anesthetists,Grand Est,2018-06-01,4
201,Anesthetists,Grand Est,2018-07-01,4
202,Anesthetists,Grand Est,2018-08-01,4
203,Anesthetists,Grand Est,2018-09-01,4
204,Anesthetists,Grand Est,2018-10-01,5
205,Anesthetists,Grand Est,2018-11-01,9
206,Anesthetists,Grand Est,2018-12-01,9
207,Anesthetists,Grand Est,2019-01-01,9
208,Anesthetists,Grand Est,2019-02-01,9
209,Anesthetists,Grand Est,2019-03-01,9
210,Anesthetists,Grand Est,2019-04-01,9
211,Anesthetists,Grand Est,2019-05-01,9
212,Anesthetists,Grand Est,2019-06-01,9
213,Anesthetists,Grand Est,2019-07-01,9
214,Anesthetists,Grand Est,2019-08-01,9
215,Anesthetists,Grand Est,2019-09-01,11
216,Anesthetists,Grand Est,2019-10-01,11
217,Anesthetists,Grand Est,2019-11-01,11
218,Anesthetists,Grand Est,2019-12-01,11
219,Anesthetists,Grand Est,2020-01-01,11
220,Anesthetists,Grand Est,2020-02-01,11
221,Anesthetists,Grand Est,2020-03-01,11
222,Anesthetists,Grand Est,2020-04-01,11
223,Anesthetists,Grand Est,2020-05-01,15
224,Anesthetists,Grand Est,2020-06-01,15
225,Anesthetists,Grand Est,2020-07-01,15
226,Anesthetists,Grand Est,2020-08-01,15
227,Anesthetists,Grand Est,2020-09-01,15
228,Anesthetists,Grand Est,2020-10-01,15
229,Anesthetists,Grand Est,2020-11-01,15
230,Anesthetists,Grand Est,2020-12-01,15
231,Anesthetists,Grand Est,2021-01-01,15
232,Anesthetists,Grand Est,2021-02-01,15
233,Anesthetists,Grand Est,2021-03-01,13
234,Anesthetists,Grand Est,2021-04-01,13
235,Anesthetists,Grand Est,2021-05-01,13
236,Anesthetists,Grand Est,2021-06-01,13
237,Anesthetists,Grand Est,2021-07-01,13
238,Anesthetists,Grand Est,2021-08-01,13
239,Anesthetists,Grand Est,2021-09-01,20
240,Anesthetists,Grand Est,2021-10-01,19
241,Anesthetists,Grand Est,2021-11-01,20
242,Anesthetists,Grand Est,2021-12-01,20
243,Anesthetists,Grand Est,2022-01-01,20
244,Anesthetists,Grand Est,2022-02-01,20
245,Anesthetists,Hauts-de-France,2018-01-01,12
246,Anesthetists,Hauts-de-France,2018-02-01,12
247,Anesthetists,Hauts-de-France,2018-03-01,12
248,Anesthetists,Hauts-de-France,2018-04-01,12
249,Anesthetists,Hauts-de-France,2018-05-01,12
250,Anesthetists,Hauts-de-France,2018-06-01,14
251,Anesthetists,Hauts-de-France,2018-07-01,14
252,Anesthetists,Hauts-de-France,2018-08-01,14
253,Anesthetists,Hauts-de-France,2018-09-01,14
254,Anesthetists,Hauts-de-France,2018-10-01,17
255,Anesthetists,Hauts-de-France,2018-11-01,17
256,Anesthetists,Hauts-de-France,2018-12-01,17
257,Anesthetists,Hauts-de-France,2019-01-01,17
258,Anesthetists,Hauts-de-France,2019-02-01,16
259,Anesthetists,Hauts-de-France,2019-03-01,16
260,Anesthetists,Hauts-de-France,2019-04-01,16
261,Anesthetists,Hauts-de-France,2019-05-01,16
262,Anesthetists,Hauts-de-France,2019-06-01,16
263,Anesthetists,Hauts-de-France,2019-07-01,16
264,Anesthetists,Hauts-de-France,2019-08-01,16
265,Anesthetists,Hauts-de-France,2019-09-01,16
266,Anesthetists,Hauts-de-France,2019-10-01,16
267,Anesthetists,Hauts-de-France,2019-11-01,16
268,Anesthetists,Hauts-de-France,2019-12-01,16
269,Anesthetists,Hauts-de-France,2020-01-01,16
270,Anesthetists,Hauts-de-France,2020-02-01,16
271,Anesthetists,Hauts-de-France,2020-03-01,22
272,Anesthetists,Hauts-de-France,2020-04-01,24
273,Anesthetists,Hauts-de-France,2020-05-01,24
274,Anesthetists,Hauts-de-France,2020-06-01,24
275,Anesthetists,Hauts-de-France,2020-07-01,24
276,Anesthetists,Hauts-de-France,2020-08-01,24
277,Anesthetists,Hauts-de-France,2020-09-01,22
278,Anesthetists,Hauts-de-France,2020-10-01,22
279,Anesthetists,Hauts-de-France,2020-11-01,22
280,Anesthetists,Hauts-de-France,2020-12-01,22
281,Anesthetists,Hauts-de-France,2021-01-01,22
282,Anesthetists,Hauts-de-France,2021-02-01,22
283,Anesthetists,Hauts-de-France,2021-03-01,24
284,Anesthetists,Hauts-de-France,2021-04-01,24
285,Anesthetists,Hauts-de-France,2021-05-01,24
286,Anesthetists,Hauts-de-France,2021-06-01,24
287,Anesthetists,Hauts-de-France,2021-07-01,21
288,Anesthetists,Hauts-de-France,2021-08-01,21
289,Anesthetists,Hauts-de-France,2021-09-01,33
290,Anesthetists,Hauts-de-France,2021-10-01,31
291,Anesthetists,Hauts-de-France,2021-11-01,31
292,Anesthetists,Hauts-de-France,2021-12-01,31
293,Anesthetists,Hauts-de-France,2022-01-01,31
294,Anesthetists,Hauts-de-France,2022-02-01,31
295,Anesthetists,Normandie,2018-01-01,2
296,Anesthetists,Normandie,2018-02-01,2
297,Anesthetists,Normandie,2018-03-01,2
298,Anesthetists,Normandie,2018-04-01,2
299,Anesthetists,Normandie,2018-05-01,2
300,Anesthetists,Normandie,2018-06-01,2
301,Anesthetists,Normandie,2018-07-01,2
302,Anesthetists,Normandie,2018-08-01,2
303,Anesthetists,Normandie,2018-09-01,2
304,Anesthetists,Normandie,2018-10-01,2
305,Anesthetists,Normandie,2018-11-01,2
306,Anesthetists,Normandie,2018-12-01,2
307,Anesthetists,Normandie,2019-01-01,2
308,Anesthetists,Normandie,2019-02-01,2
309,Anesthetists,Normandie,2019-03-01,2
310,Anesthetists,Normandie,2019-04-01,2
311,Anesthetists,Normandie,2019-05-01,2
312,Anesthetists,Normandie,2019-06-01,2
313,Anesthetists,Normandie,2019-07-01,2
314,Anesthetists,Normandie,2019-08-01,2
315,Anesthetists,Normandie,2019-09-01,2
316,Anesthetists,Normandie,2019-10-01,2
317,Anesthetists,Normandie,2019-11-01,2
318,Anesthetists,Normandie,2019-12-01,2
319,Anesthetists,Normandie,2020-01-01,2
320,Anesthetists,Normandie,2020-02-01,2
321,Anesthetists,Normandie,2020-03-01,2
322,Anesthetists,Normandie,2020-04-01,2
323,Anesthetists,Normandie,2020-05-01,2
324,Anesthetists,Normandie,2020-06-01,2
325,Anesthetists,Normandie,2020-07-01,2
326,Anesthetists,Normandie,2020-08-01,2
327,Anesthetists,Normandie,2020-09-01,2
328,Anesthetists,Normandie,2020-10-01,2
329,Anesthetists,Normandie,2020-11-01,2
330,Anesthetists,Normandie,2020-12-01,2
331,Anesthetists,Normandie,2021-01-01,2
332,Anesthetists,Normandie,2021-02-01,2
333,Anesthetists,Normandie,2021-03-01,2
334,Anesthetists,Normandie,2021-04-01,2
335,Anesthetists,Normandie,2021-05-01,2
336,Anesthetists,Normandie,2021-06-01,2
337,Anesthetists,Normandie,2021-07-01,2
338,Anesthetists,Normandie,2021-08-01,2
339,Anesthetists,Normandie,2021-09-01,6
340,Anesthetists,Normandie,2021-10-01,7
341,Anesthetists,Normandie,2021-11-01,7
342,Anesthetists,Normandie,2021-12-01,7
343,Anesthetists,Normandie,2022-01-01,7
344,Anesthetists,Normandie,2022-02-01,7
345,Anesthetists,Nouvelle-Aquitaine,2018-01-01,10
346,Anesthetists,Nouvelle-Aquitaine,2018-02-01,10
347,Anesthetists,Nouvelle-Aquitaine,2018-03-01,10
348,Anesthetists,Nouvelle-Aquitaine,2018-04-01,10
349,Anesthetists,Nouvelle-Aquitaine,2018-05-01,10
350,Anesthetists,Nouvelle-Aquitaine,2018-06-01,10
351,Anesthetists,Nouvelle-Aquitaine,2018-07-01,10
352,Anesthetists,Nouvelle-Aquitaine,2018-08-01,10
353,Anesthetists,Nouvelle-Aquitaine,2018-09-01,10
354,Anesthetists,Nouvelle-Aquitaine,2018-10-01,10
355,Anesthetists,Nouvelle-Aquitaine,2018-11-01,14
356,Anesthetists,Nouvelle-Aquitaine,2018-12-01,14
357,Anesthetists,Nouvelle-Aquitaine,2019-01-01,15
358,Anesthetists,Nouvelle-Aquitaine,2019-02-01,16
359,Anesthetists,Nouvelle-Aquitaine,2019-03-01,16
360,Anesthetists,Nouvelle-Aquitaine,2019-04-01,17
361,Anesthetists,Nouvelle-Aquitaine,2019-05-01,17
362,Anesthetists,Nouvelle-Aquitaine,2019-06-01,17
363,Anesthetists,Nouvelle-Aquitaine,2019-07-01,17
364,Anesthetists,Nouvelle-Aquitaine,2019-08-01,17
365,Anesthetists,Nouvelle-Aquitaine,2019-09-01,17
366,Anesthetists,Nouvelle-Aquitaine,2019-10-01,17
367,Anesthetists,Nouvelle-Aquitaine,2019-11-01,17
368,Anesthetists,Nouvelle-Aquitaine,2019-12-01,17
369,Anesthetists,Nouvelle-Aquitaine,2020-01-01,17
370,Anesthetists,Nouvelle-Aquitaine,2020-02-01,17
371,Anesthetists,Nouvelle-Aquitaine,2020-03-01,17
372,Anesthetists,Nouvelle-Aquitaine,2020-04-01,17
373,Anesthetists,Nouvelle-Aquitaine,2020-05-01,18
374,Anesthetists,Nouvelle-Aquitaine,2020-06-01,18
375,Anesthetists,Nouvelle-Aquitaine,2020-07-01,18
376,Anesthetists,Nouvelle-Aquitaine,2020-08-01,18
377,Anesthetists,Nouvelle-Aquitaine,2020-09-01,18
378,Anesthetists,Nouvelle-Aquitaine,2020-10-01,18
379,Anesthetists,Nouvelle-Aquitaine,2020-11-01,18
380,Anesthetists,Nouvelle-Aquitaine,2020-12-01,18
381,Anesthetists,Nouvelle-Aquitaine,2021-01-01,18
382,Anesthetists,Nouvelle-Aquitaine,2021-02-01,18
383,Anesthetists,Nouvelle-Aquitaine,2021-03-01,18
384,Anesthetists,Nouvelle-Aquitaine,2021-04-01,19
385,Anesthetists,Nouvelle-Aquitaine,2021-05-01,19
386,Anesthetists,Nouvelle-Aquitaine,2021-06-01,19
387,Anesthetists,Nouvelle-Aquitaine,2021-07-01,19
388,Anesthetists,Nouvelle-Aquitaine,2021-08-01,19
389,Anesthetists,Nouvelle-Aquitaine,2021-09-01,32
390,Anesthetists,Nouvelle-Aquitaine,2021-10-01,32
391,Anesthetists,Nouvelle-Aquitaine,2021-11-01,32
392,Anesthetists,Nouvelle-Aquitaine,2021-12-01,32
393,Anesthetists,Nouvelle-Aquitaine,2022-01-01,34
394,Anesthetists,Nouvelle-Aquitaine,2022-02-01,33
395,Anesthetists,Occitanie,2018-01-01,4
396,Anesthetists,Occitanie,2018-02-01,4
397,Anesthetists,Occitanie,2018-03-01,4
398,Anesthetists,Occitanie,2018-04-01,4
399,Anesthetists,Occitanie,2018-05-01,4
400,Anesthetists,Occitanie,2018-06-01,4
401,Anesthetists,Occitanie,2018-07-01,4
402,Anesthetists,Occitanie,2018-08-01,4
403,Anesthetists,Occitanie,2018-09-01,7
404,Anesthetists,Occitanie,2018-10-01,9
405,Anesthetists,Occitanie,2018-11-01,9
406,Anesthetists,Occitanie,2018-12-01,10
407,Anesthetists,Occitanie,2019-01-01,11
408,Anesthetists,Occitanie,2019-02-01,11
409,Anesthetists,Occitanie,2019-03-01,11
410,Anesthetists,Occitanie,2019-04-01,12
411,Anesthetists,Occitanie,2019-05-01,12
412,Anesthetists,Occitanie,2019-06-01,12
413,Anesthetists,Occitanie,2019-07-01,12
414,Anesthetists,Occitanie,2019-08-01,12
415,Anesthetists,Occitanie,2019-09-01,12
416,Anesthetists,Occitanie,2019-10-01,12
417,Anesthetists,Occitanie,2019-11-01,12
418,Anesthetists,Occitanie,2019-12-01,12
419,Anesthetists,Occitanie,2020-01-01,12
420,Anesthetists,Occitanie,2020-02-01,12
421,Anesthetists,Occitanie,2020-03-01,13
422,Anesthetists,Occitanie,2020-04-01,16
423,Anesthetists,Occitanie,2020-05-01,15
424,Anesthetists,Occitanie,2020-06-01,15
425,Anesthetists,Occitanie,2020-07-01,13
426,Anesthetists,Occitanie,2020-08-01,13
427,Anesthetists,Occitanie,2020-09-01,13
428,Anesthetists,Occitanie,2020-10-01,13
429,Anesthetists,Occitanie,2020-11-01,13
430,Anesthetists,Occitanie,2020-12-01,13
431,Anesthetists,Occitanie,2021-01-01,12
432,Anesthetists,Occitanie,2021-02-01,12
433,Anesthetists,Occitanie,2021-03-01,9
434,Anesthetists,Occitanie,2021-04-01,9
435,Anesthetists,Occitanie,2021-05-01,10
436,Anesthetists,Occitanie,2021-06-01,10
437,Anesthetists,Occitanie,2021-07-01,11
438,Anesthetists,Occitanie,2021-08-01,11
439,Anesthetists,Occitanie,2021-09-01,12
440,Anesthetists,Occitanie,2021-10-01,12
441,Anesthetists,Occitanie,2021-11-01,13
442,Anesthetists,Occitanie,2021-12-01,13
443,Anesthetists,Occitanie,2022-01-01,13
444,Anesthetists,Occitanie,2022-02-01,13
445,Anesthetists,Pays de la Loire,2018-01-01,2
446,Anesthetists,Pays de la Loire,2018-02-01,2
447,Anesthetists,Pays de la Loire,2018-03-01,2
448,Anesthetists,Pays de la Loire,2018-04-01,2
449,Anesthetists,Pays de la Loire,2018-05-01,2
450,Anesthetists,Pays de la Loire,2018-06-01,2
451,Anesthetists,Pays de la Loire,2018-07-01,2
452,Anesthetists,Pays de la Loire,2018-08-01,2
453,Anesthetists,Pays de la Loire,2018-09-01,2
454,Anesthetists,Pays de la Loire,2018-10-01,2
455,Anesthetists,Pays de la Loire,2018-11-01,2
456,Anesthetists,Pays de la Loire,2018-12-01,2
457,Anesthetists,Pays de la Loire,2019-01-01,2
458,Anesthetists,Pays de la Loire,2019-02-01,5
459,Anesthetists,Pays de la Loire,2019-03-01,5
460,Anesthetists,Pays de la Loire,2019-04-01,5
461,Anesthetists,Pays de la Loire,2019-05-01,5
462,Anesthetists,Pays de la Loire,2019-06-01,7
463,Anesthetists,Pays de la Loire,2019-07-01,9
464,Anesthetists,Pays de la Loire,2019-08-01,9
465,Anesthetists,Pays de la Loire,2019-09-01,9
466,Anesthetists,Pays de la Loire,2019-10-01,9
467,Anesthetists,Pays de la Loire,2019-11-01,10
468,Anesthetists,Pays de la Loire,2019-12-01,10
469,Anesthetists,Pays de la Loire,2020-01-01,10
470,Anesthetists,Pays de la Loire,2020-02-01,10
471,Anesthetists,Pays de la Loire,2020-03-01,10
472,Anesthetists,Pays de la Loire,2020-04-01,10
473,Anesthetists,Pays de la Loire,2020-05-01,11
474,Anesthetists,Pays de la Loire,2020-06-01,11
475,Anesthetists,Pays de la Loire,2020-07-01,11
476,Anesthetists,Pays de la Loire,2020-08-01,11
477,Anesthetists,Pays de la Loire,2020-09-01,11
478,Anesthetists,Pays de la Loire,2020-10-01,11
479,Anesthetists,Pays de la Loire,2020-11-01,11
480,Anesthetists,Pays de la Loire,2020-12-01,11
481,Anesthetists,Pays de la Loire,2021-01-01,11
482,Anesthetists,Pays de la Loire,2021-02-01,11
483,Anesthetists,Pays de la Loire,2021-03-01,11
484,Anesthetists,Pays de la Loire,2021-04-01,11
485,Anesthetists,Pays de la Loire,2021-05-01,11
486,Anesthetists,Pays de la Loire,2021-06-01,11
487,Anesthetists,Pays de la Loire,2021-07-01,11
488,Anesthetists,Pays de la Loire,2021-08-01,11
489,Anesthetists,Pays de la Loire,2021-09-01,12
490,Anesthetists,Pays de la Loire,2021-10-01,12
491,Anesthetists,Pays de la Loire,2021-11-01,12
492,Anesthetists,Pays de la Loire,2021-12-01,10
493,Anesthetists,Pays de la Loire,2022-01-01,10
494,Anesthetists,Pays de la Loire,2022-02-01,10
495,Anesthetists,Provence-Alpes-Côte d'Azur,2018-01-01,8
496,Anesthetists,Provence-Alpes-Côte d'Azur,2018-02-01,7
497,Anesthetists,Provence-Alpes-Côte d'Azur,2018-03-01,7
498,Anesthetists,Provence-Alpes-Côte d'Azur,2018-04-01,8
499,Anesthetists,Provence-Alpes-Côte d'Azur,2018-05-01,15
500,Anesthetists,Provence-Alpes-Côte d'Azur,2018-06-01,15
501,Anesthetists,Provence-Alpes-Côte d'Azur,2018-07-01,15
502,Anesthetists,Provence-Alpes-Côte d'Azur,2018-08-01,14
