MoM Growth Rate,Location,Speciality,1/2/22,1/3/22,1/1/23,1/1/24,1/1/25,1/1/26,1/1/27,Profit,,2/1/22
0.070458744,DOM-TOM,GPs,45,48.17064348,95.16599407,215.4373494,487.7083666,1104.077132,2499.416447,"1,141.05 €",,
0.032981619,Grand Est,GPs,1482,1530.878759,2117.711203,3125.919994,4614.121036,6810.831043,10053.35992,"1,580.96 €",,
0.03750293,Hauts-de-France,GPs,1812,1879.955309,2716.694748,4225.837813,6573.320477,10224.84629,15904.82042,"1,625.46 €",,
0.023192267,Île-de-France,GPs,4186,4283.082831,5386.776622,7092.771333,9339.055379,12296.73865,16191.12161,"1,635.19 €",,
0.035983311,Normandie,GPs,863,894.0535972,1273.183925,1945.91675,2974.112323,4545.592254,6947.420507,"1,593.68 €",,
0.040900324,Nouvelle-Aquitaine,GPs,1621,1687.299426,2519.321527,4075.616618,6593.303252,10666.27503,17255.29961,"1,565.55 €",,
0.044634931,Occitanie,GPs,1827,1908.548018,2953.578572,4987.961052,8423.59695,14225.64949,24024.07244,"1,502.28 €",,
0.031860712,Pays de la Loire,GPs,1047,1080.358165,1478.354295,2153.92933,3138.227131,4572.327137,6661.778952,"1,544.17 €",,
0.039689432,Provence-Alpes-Côte d'Azur,GPs,1777,1847.52812,2726.637176,4349.816188,6939.280751,11070.26487,17660.44187,"1,573.62 €",,
0.014703031,Auvergne-Rhône-Alpes,Gynaecologists,328,332.8225942,385.1255909,458.8490843,546.6852557,651.3356549,776.0189815,"1,569.21 €",,
0.034455408,Bourgogne-Franche-Comté,Gynaecologists,78,80.68752184,113.2202532,170.0064566,255.2740738,383.3081053,575.5582672,"1,557.24 €",,
0.014891029,Bretagne,Gynaecologists,86,87.28062846,101.1840362,120.8217052,144.2706281,172.270488,205.7045252,"1,247.80 €",,
0.016451331,Centre-Val de Loire,Gynaecologists,82,83.34900911,98.12198565,119.3453199,145.1591637,176.5564232,214.7447655,"1,467.16 €",,
0.054777778,Corse,Gynaecologists,10,10.54777778,17.97921334,34.09591447,64.65974688,122.621227,232.5398107,370.88 €,,
0.086811688,DOM-TOM,Gynaecologists,13,14.12855195,32.4818426,88.20480884,239.5211503,650.4223772,1766.22928,"1,209.16 €",,
0.015954205,Grand Est,Gynaecologists,221,224.5258794,263.0314802,318.0514037,384.5801852,465.0252039,562.2974053,"1,603.68 €",,
0.014684544,Hauts-de-France,Gynaecologists,204,206.9956471,239.4813322,285.2621878,339.7948184,404.7522719,482.1274274,"1,518.75 €",,
0.009065825,Île-de-France,Gynaecologists,914,922.2861639,1009.393888,1124.850079,1253.512345,1396.891221,1556.670017,"1,608.15 €",,
0.027851952,Normandie,Gynaecologists,85,87.36741588,114.9886932,159.8902258,222.3252008,309.1401908,429.8552626,"1,595.04 €",,
0.029707625,Nouvelle-Aquitaine,Gynaecologists,227,233.7436308,313.2413385,445.0883362,632.4313002,898.6291417,1276.872815,"1,582.62 €",,
0.020643778,Occitanie,Gynaecologists,271,276.5944638,339.3012083,433.5864622,554.0717675,708.0376127,904.7875931,"1,569.89 €",,
0.026252029,Pays de la Loire,Gynaecologists,105,107.756463,139.6315681,190.5600949,260.0640404,354.9185109,484.3697312,"1,426.28 €",,
